"Job.Title","Position","Employee.Identifier","Fiscal.Year.2012","Fiscal.Year.2013","Total.Biennium","agency"
"STUDENT RETIRE CENTER WORKER","12100","3B653EA4C2","$1,236.15","$906.75","$2,142.90","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","3D6DBEBCDE","$753.75","$598.50","$1,352.25","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","3D75FF3138","","$2,123.29","$2,123.29","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","3E5D50EDE6","$42.50","","$42.50","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","3F8734984A","$2,406.39","","$2,406.39","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","4072C00E20","$420.76","","$420.76","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","442CD8ED3A","$5,482.30","$867.04","$6,349.34","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","488DD12E07","$1,583.15","","$1,583.15","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","49BA22CEAC","$2,210.28","","$2,210.28","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","4A95B1A4BE","","$1,211.28","$1,211.28","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","53E3E48FD5","$1,668.16","$518.40","$2,186.56","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","57E3320C4C","$274.13","","$274.13","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","5B010CE608","$1,644.00","","$1,644.00","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","5BDB22265C","","$7,085.51","$7,085.51","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","5E1245950B","$667.27","","$667.27","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","618568D7D0","","$597.50","$597.50","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","6ABEE3821C","$1,551.29","","$1,551.29","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","7378A70A4C","","$722.51","$722.51","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","757300BCBE","$1,470.54","","$1,470.54","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","760A28FE6B","","$3,961.27","$3,961.27","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","770C061FE5","$247.50","","$247.50","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","80E6228DD3","","$95.00","$95.00","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","8503ECFC66","$2,821.96","","$2,821.96","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","8CAF34486D","","$1,719.55","$1,719.55","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","90DE7AAACE","$1,109.26","","$1,109.26","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","94F6A3907D","","$3,691.75","$3,691.75","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","95C1E8DF57","$5,686.20","","$5,686.20","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","9A878EE134","$856.39","","$856.39","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","9CCF3A2C7D","","$779.04","$779.04","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","9D53992EF6","$1,879.13","","$1,879.13","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","A07B24030A","","$361.02","$361.02","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","A3D2CB0DC7","$2,056.77","","$2,056.77","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","A5D65D5E35","","$740.00","$740.00","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","AF41B116B2","$1,318.50","$8,765.55","$10,084.05","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","B0569B0FCB","$659.25","","$659.25","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","B441D6C12E","$146.25","","$146.25","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","B54FE9B449","","$5,088.40","$5,088.40","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","B7C6BF33C2","","$4,515.69","$4,515.69","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","B7F55E1875","$48.75","","$48.75","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","BA28F2F0FE","$1,059.41","$749.25","$1,808.66","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","BB884FEA23","$1,228.50","","$1,228.50","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","C91F43F517","","$2,142.32","$2,142.32","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","CB26F75E0C","$1,385.21","$2,689.48","$4,074.69","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","D5E47482FA","","$6,233.78","$6,233.78","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","D8BA0D9B67","$532.00","","$532.00","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","E32D432311","$888.26","","$888.26","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","E550B09EEE","$1,613.65","","$1,613.65","Dickinson State University"
"STUDENT RETIRE CENTER WORKER","12100","F833ACA127","","$4,416.39","$4,416.39","Dickinson State University"
"STUDENT SUP SPECIALIST","11931","394785922B","$30,282.00","","$30,282.00","Dickinson State University"
"STUDENT SUPPORT SERVICES DIR","11911","3DB93F3EAD","$19,293.80","","$19,293.80","Dickinson State University"
"STUDENT SUPPORT SPECIALIST","11982","805E0C94F6","$38,159.04","","$38,159.04","Dickinson State University"
"STUDENT SUPPORT SPECIALIST","12342","6841F4C665","$33,385.92","","$33,385.92","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12120","5617DB7257","$2,769.00","","$2,769.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12152","0D787B2EFF","$2,369.50","$650.00","$3,019.50","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12152","29A532DCF4","","$336.00","$336.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12152","5730FC451B","$2,015.50","$416.00","$2,431.50","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12152","8AC22F17AD","$360.00","$170.00","$530.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12164","932AD68118","$450.00","","$450.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12164","977C330271","","$90.00","$90.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12164","AF7C996275","$117.00","","$117.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12205","3800397D55","","$845.00","$845.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12205","9F9BE00DC9","$2,525.31","","$2,525.31","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12206","6B0FD82B7A","$3,330.07","$1,212.75","$4,542.82","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12206","861F6F91C3","$1,937.95","","$1,937.95","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12206","F038683C1F","","$240.00","$240.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12480","E8E5760660","$423.00","","$423.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12518","0AF42F0FAF","$3,050.00","$3,465.00","$6,515.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12518","4D43D87B83","$1,449.00","","$1,449.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12518","71FFF4EEDA","$2,755.00","$738.04","$3,493.04","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12518","7DB0C59682","","$1,055.00","$1,055.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12518","C8F58A75E4","$918.00","","$918.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12518","DC7EF0D290","","$40.00","$40.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12518","FFDFC82993","$391.50","","$391.50","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12520","BA061F45DA","$2,932.25","","$2,932.25","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12539","B788EFFA7A","$549.00","","$549.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12562","271CAFC6F4","$416.25","","$416.25","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12562","45741883C2","$508.75","","$508.75","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12562","4694F71B79","","$357.00","$357.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12562","5E91994DF7","$2,136.75","","$2,136.75","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12562","65DAD36FF6","$2,525.27","","$2,525.27","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12562","770C061FE5","","$3,485.00","$3,485.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12562","8347C14672","$2,493.00","$1,522.13","$4,015.13","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12562","86F9E81224","$333.00","","$333.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12562","9D34B43530","","$357.00","$357.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12562","A07B24030A","","$1,347.50","$1,347.50","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12562","A2A8B24ED2","","$210.00","$210.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12562","AFD6DEADD3","$823.50","$420.00","$1,243.50","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12562","D4CC3E6F88","$333.00","$420.00","$753.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12562","DCE6DFD834","$773.50","","$773.50","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12606","5252BA6702","$68.25","","$68.25","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12606","5D21917ADF","$324.00","","$324.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12606","B7C5B6CAA2","$198.00","","$198.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12606","D77EDC410C","","$605.00","$605.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","05503142E4","$423.00","$338.26","$761.26","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","20EBC5A4C2","","$217.50","$217.50","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","259B6AEB10","$189.63","$102.50","$292.13","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","2C54CEBF5A","$523.00","","$523.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","2DA9CB7802","","$355.00","$355.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","347E763836","$441.00","$317.76","$758.76","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","514FD50E2F","$532.76","","$532.76","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","5FE74A8709","$364.50","$164.01","$528.51","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","6B4583F017","$486.00","$343.39","$829.39","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","845A8F570E","$216.00","","$216.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","8F0BEF302D","$360.76","","$360.76","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","8FFC44054B","$287.64","","$287.64","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","97172EA13C","$674.13","$381.64","$1,055.77","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","9D9272F3D3","$409.50","","$409.50","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","9F309270E9","$126.00","$322.89","$448.89","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","A434CF9187","$259.01","","$259.01","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","AB5A39CF40","$351.00","$232.76","$583.76","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","B91B026FA3","$185.01","","$185.01","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","BCDB60A85E","","$332.50","$332.50","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","C21F4B38F8","$675.46","$283.51","$958.97","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","C965614C54","","$240.00","$240.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","CCDB0C38C5","$288.00","","$288.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","CDD1CB842F","$328.50","$184.51","$513.01","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","DDCDAE94B0","$225.00","","$225.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","E2CBD4E62F","$263.64","","$263.64","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","E2D4CE99B2","$659.43","$302.39","$961.82","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","E77610B783","","$115.00","$115.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12607","F51F227FE3","$743.95","$258.01","$1,001.96","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12608","567184007E","","$215.00","$215.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12609","6B4583F017","","$250.00","$250.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12609","97172EA13C","","$250.00","$250.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","12609","F51F227FE3","","$250.00","$250.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","23771","11CEF2709C","$5,755.00","$3,690.00","$9,445.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","23771","20BAEAFA7B","$3,726.00","","$3,726.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","23771","4D43D87B83","","$5,401.76","$5,401.76","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","23771","50CD360CAF","","$1,800.00","$1,800.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","23771","ECA00E37A6","$2,640.00","","$2,640.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","23771","FA8F7D573B","$387.00","","$387.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","23771","FFDFC82993","","$968.65","$968.65","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","100602","42EFF5BD16","","$1,380.00","$1,380.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","100602","50CD360CAF","","$990.00","$990.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","100602","6B0FD82B7A","","$1,433.25","$1,433.25","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","100602","7371677F91","","$440.00","$440.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","100602","9D9272F3D3","","$2,101.00","$2,101.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","100602","B53EE4F94E","","$1,675.00","$1,675.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","100602","C803347076","","$700.00","$700.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","100602","DC5B5C3E91","","$1,000.00","$1,000.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","100602","F038683C1F","","$1,675.00","$1,675.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","100602","F833ACA127","","$660.00","$660.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","100603","3800397D55","","$1,580.00","$1,580.00","Dickinson State University"
"STUDENT WELLNESS ENT FACILITY ","100624","15BA2D2D14","","$1,000.00","$1,000.00","Dickinson State University"
"SUPERVISOR BUILDING & GROUNDS ","12007","2C14AB173A","$61,858.08","","$61,858.08","Dickinson State University"
"SUPERVISOR BUILDINGS & GROUNDS","12007","2C14AB173A","","$63,167.29","$63,167.29","Dickinson State University"
"TECH SUPPORT TECHNICIAN ","12052","CC362FEEDC","$35,318.08","","$35,318.08","Dickinson State University"
"TECHNICAL SERVICES LIBRARIAN","11901","66444E9464","$42,924.96","$45,072.00","$87,996.96","Dickinson State University"
"TEMP CUST GROUNDS/MAINT ","12190","09D71C4403","$11,683.42","$13,167.72","$24,851.14","Dickinson State University"
"TEMP CUST GROUNDS/MAINT ","12190","E262737E2B","$10,952.96","$3,117.40","$14,070.36","Dickinson State University"
"TEMP CUST GROUNDS/MAINT ","12281","97212EBE88","$507.50","","$507.50","Dickinson State University"
"TEMP WELLNESS ENT FACILITY","12077","0D787B2EFF","","$495.00","$495.00","Dickinson State University"
"TEMP WELLNESS ENT FACILITY","12344","19E6072DC0","$1,365.00","$150.00","$1,515.00","Dickinson State University"
"TEMP WELLNESS ENT FACILITY","12344","87D6D08B81","$7,920.00","$2,356.25","$10,276.25","Dickinson State University"
"TEMPORARY COACH ","12117","163C45D6C5","$1,000.00","","$1,000.00","Dickinson State University"
"TEMPORARY COACH ","12117","F52C5DA6A1","$4,000.00","","$4,000.00","Dickinson State University"
"TEMPORARY COACH ","12266","BC8EBF13F7","$5,000.00","","$5,000.00","Dickinson State University"
"TEMPORARY COACH ","12515","7A5BE2CBD3","$17,000.09","$17,300.09","$34,300.18","Dickinson State University"
"TEMPORARY COACH ","12516","FAA037BA71","$17,300.12","","$17,300.12","Dickinson State University"
"TEMPORARY COACH ","12519","86A4D4F253","$3,000.00","","$3,000.00","Dickinson State University"
"TEMPORARY COACH ","12519","B61B9F5CC9","$5,800.00","$900.00","$6,700.00","Dickinson State University"
"TEMPORARY COACH ","27531","0D787B2EFF","","$2,000.00","$2,000.00","Dickinson State University"
"TEMPORARY COACH ","27531","163C45D6C5","","$1,300.00","$1,300.00","Dickinson State University"
"TEMPORARY COACH ","27531","19CDDF8688","","$1,500.00","$1,500.00","Dickinson State University"
"TEMPORARY COACH ","27531","B0E002702D","","$3,050.00","$3,050.00","Dickinson State University"
"TEMPORARY COACH ","27531","B61B9F5CC9","","$4,781.00","$4,781.00","Dickinson State University"
"TEMPORARY COACH ","27531","BC8EBF13F7","","$5,000.00","$5,000.00","Dickinson State University"
"TEMPORARY COACH ","27531","F52C5DA6A1","","$1,500.00","$1,500.00","Dickinson State University"
"TEMPORARY COACH ","28473","86A4D4F253","$1,995.00","","$1,995.00","Dickinson State University"
"TEMPORARY DINING SERVICES ","100193","96BF93F104","","$5,736.00","$5,736.00","Dickinson State University"
"TEMPORARY DINING SERVICES ","100193","C5C983F3C9","","$2,506.50","$2,506.50","Dickinson State University"
"TEMPORARY GENERAL ","11944","301311F3E3","","$2,711.25","$2,711.25","Dickinson State University"
"TEMPORARY GENERAL ","12068","E10D356427","$12,739.89","$14,287.42","$27,027.31","Dickinson State University"
"TEMPORARY GENERAL ","12132","04E57E631A","$873.00","","$873.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","06D6AD6E45","$159.75","","$159.75","Dickinson State University"
"TEMPORARY GENERAL ","12132","0A12C53917","$4,652.00","$1,520.00","$6,172.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","0A3933AFEF","$567.50","$1,832.50","$2,400.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","0D5CFD2888","$700.00","$1,700.00","$2,400.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","12587816A9","$727.50","$1,672.50","$2,400.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","20C2CD9C84","$117.00","","$117.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","25D1AE2A68","$1,220.00","$1,180.00","$2,400.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","26925BB911","$639.00","","$639.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","2BEF8F7A31","","$1,075.00","$1,075.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","2C13D43DA4","$528.00","","$528.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","3F42DB50CB","$510.00","$1,890.00","$2,400.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","4422263E4A","$610.00","$1,895.00","$2,505.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","516FD0A725","","$540.00","$540.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","61A575271B","$3,264.00","","$3,264.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","65865E89A9","","$3,215.25","$3,215.25","Dickinson State University"
"TEMPORARY GENERAL ","12132","663238CD4C","$650.00","$1,750.00","$2,400.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","6C723A0B34","","$1,185.00","$1,185.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","7B65DD0CAD","","$800.00","$800.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","8CCF6F33D0","$1,431.00","","$1,431.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","9D02B62D7F","$650.25","","$650.25","Dickinson State University"
"TEMPORARY GENERAL ","12132","A0133D9145","$982.50","$1,427.50","$2,410.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","A53C3A5409","$1,890.00","$1,430.00","$3,320.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","A64792DE00","$936.00","","$936.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","B4DAF8A2C3","$400.00","$2,000.00","$2,400.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","BA3065CA87","","$730.00","$730.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","BB31DF16A1","$486.00","","$486.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","CE37C6EF41","","$1,330.00","$1,330.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","CE384378A9","$1,939.50","","$1,939.50","Dickinson State University"
"TEMPORARY GENERAL ","12132","CF76DF6B69","$27.00","","$27.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","D2917149D3","$352.50","$2,047.50","$2,400.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","D49A9591DC","$328.50","","$328.50","Dickinson State University"
"TEMPORARY GENERAL ","12132","E4A0A5BFC5","$622.50","$1,777.50","$2,400.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","E8D3251EF9","","$1,850.00","$1,850.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","E9FE28396D","$2,027.50","$935.00","$2,962.50","Dickinson State University"
"TEMPORARY GENERAL ","12132","EF211F7BEA","$823.50","","$823.50","Dickinson State University"
"TEMPORARY GENERAL ","12132","F9C6E3EBED","","$2,400.00","$2,400.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","FA2048A7DA","$493.75","","$493.75","Dickinson State University"
"TEMPORARY GENERAL ","12132","FA42B4D707","$885.00","$1,515.00","$2,400.00","Dickinson State University"
"TEMPORARY GENERAL ","12132","FA6B874EEC","$1,201.50","","$1,201.50","Dickinson State University"
"TEMPORARY GENERAL ","12132","FE2B99C796","$850.00","$1,550.00","$2,400.00","Dickinson State University"
"TEMPORARY GENERAL ","12133","86CC95CE72","$11,497.50","","$11,497.50","Dickinson State University"
"TEMPORARY GENERAL ","12156","EEDBBB220F","$146.75","$82.00","$228.75","Dickinson State University"
"TEMPORARY GENERAL ","12163","2EED2C41DD","$622.50","","$622.50","Dickinson State University"
"TEMPORARY GENERAL ","12163","F4A574012E","$200.00","","$200.00","Dickinson State University"
"TEMPORARY GENERAL ","12181","2EF03FDA46","","$2,257.50","$2,257.50","Dickinson State University"
"TEMPORARY GENERAL ","12181","A9D8B3D818","$5,000.00","$1,840.00","$6,840.00","Dickinson State University"
"TEMPORARY GENERAL ","12197","E1672164B1","","$1,791.33","$1,791.33","Dickinson State University"
"TEMPORARY GENERAL ","12256","337F5AFBEC","$1,427.50","$1,232.50","$2,660.00","Dickinson State University"
"TEMPORARY GENERAL ","12256","3A680FE1C8","$200.00","","$200.00","Dickinson State University"
"TEMPORARY GENERAL ","12256","8230731E1D","$1,107.50","$870.00","$1,977.50","Dickinson State University"
"TEMPORARY GENERAL ","12256","8D668771C9","","$260.00","$260.00","Dickinson State University"
"TEMPORARY GENERAL ","12256","9819215274","$195.00","$272.50","$467.50","Dickinson State University"
"TEMPORARY GENERAL ","12256","A1ED1368AC","","$87.52","$87.52","Dickinson State University"
"TEMPORARY GENERAL ","12256","A7A6759795","$1,537.50","$1,200.00","$2,737.50","Dickinson State University"
"TEMPORARY GENERAL ","12256","F17F2ADD85","$202.50","","$202.50","Dickinson State University"
"TEMPORARY GENERAL ","12258","832F4488D5","$40,745.92","$42,130.08","$82,876.00","Dickinson State University"
"TEMPORARY GENERAL ","12265","D538B938C5","$1,080.00","","$1,080.00","Dickinson State University"
"TEMPORARY GENERAL ","12265","FA2048A7DA","","$11,000.01","$11,000.01","Dickinson State University"
"TEMPORARY GENERAL ","12285","686A965115","","$18,260.00","$18,260.00","Dickinson State University"
"TEMPORARY GENERAL ","12285","B48C98A315","","$2,351.25","$2,351.25","Dickinson State University"
"TEMPORARY GENERAL ","12340","6C1E3A9183","$1,766.25","","$1,766.25","Dickinson State University"
"TEMPORARY GENERAL ","12599","4537457C99","","$2,442.00","$2,442.00","Dickinson State University"
"TEMPORARY GENERAL ","23268","4646063D7A","$3,077.00","","$3,077.00","Dickinson State University"
"TEMPORARY GENERAL ","23268","BA16620D62","$370.32","","$370.32","Dickinson State University"
"TEMPORARY GENERAL ","27616","61A575271B","$948.00","","$948.00","Dickinson State University"
"TEMPORARY GENERAL ","27853","AFCCE5B276","$2,350.00","","$2,350.00","Dickinson State University"
"TEMPORARY GENERAL ","28309","4646063D7A","$160.00","","$160.00","Dickinson State University"
"TEMPORARY GENERAL ","28309","719C7517C3","$1,085.00","","$1,085.00","Dickinson State University"
"TEMPORARY GENERAL ","100054","69ED6A0FFC","$3,748.50","$7,431.75","$11,180.25","Dickinson State University"
"TEMPORARY GENERAL ","100054","9A84F1D8DC","$582.50","$1,585.00","$2,167.50","Dickinson State University"
"TEMPORARY GENERAL ","100105","E1ABB842F7","$774.76","$828.00","$1,602.76","Dickinson State University"
"TEMPORARY LABORATORY","11956","8D3B9773AC","","$592.50","$592.50","Dickinson State University"
"TEMPORARY SID ","28472","19AD6E725E","$500.00","","$500.00","Dickinson State University"
"TR CENTER VOLUNTEER/OFFICE C","11961","9DA1B579CB","$23,497.01","$17,092.39","$40,589.40","Dickinson State University"
"TRANSFER EVALUATION SPECIALIST","12003","2F48BEFA1C","$2,222.52","$24,856.44","$27,078.96","Dickinson State University"
"TRIO SSS INTAKETRANSITION COOR","12145","059DD8D343","","$27,924.58","$27,924.58","Dickinson State University"
"TRIO SSS INTAKETRANSITION COOR","12145","86E9C30F0F","","$718.85","$718.85","Dickinson State University"
"TRIO SSS STUDENT SUP SPECIALIS","12015","21C9D9C7D4","$12,500.00","$32,400.00","$44,900.00","Dickinson State University"
"TRIO SSS STUDENT SUP SPECIALIS","12015","859330FD45","$2,978.08","","$2,978.08","Dickinson State University"
"TRIO SSS STUDENT SUP SPECIALIS","12145","86E9C30F0F","$18,097.24","","$18,097.24","Dickinson State University"
"UNIV STORE ASSISTANT","12030","B295971EEB","$24,000.00","$25,440.00","$49,440.00","Dickinson State University"
"UNIV STORE SALES ASSISTANT","12287","B2843306F9","$22,330.08","$401.56","$22,731.64","Dickinson State University"
"UNIV STORE SALES ASSOCIATE","12287","A1ED1368AC","","$947.92","$947.92","Dickinson State University"
"UNIV STORE SALES ASSOCIATE","12287","F440E07143","","$16,558.14","$16,558.14","Dickinson State University"
"UNIVERSITY STORE MANAGER","11937","A4B8231AFD","$51,187.92","$52,481.04","$103,668.96","Dickinson State University"
"VERIFICATION PROCESSOR","11948","3ABC9C6CA1","$6,405.86","$23,383.20","$29,789.06","Dickinson State University"
