"Job.Title","Position","Employee.Identifier","Fiscal.Year.2014","Fiscal.Year.2015","Total.Biennium","agency"
"TEMP-NOT CLS-TECH ","NC9033","0530160A77","","$1,040.00","$1,040.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","067FD6AC60","$6,136.00","","$6,136.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","0A49AA0688","$2,357.13","","$2,357.13","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","0AD2C6E553","$4,703.54","$2,954.26","$7,657.80","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","0E60CA2FD2","$16,308.50","$13,510.36","$29,818.86","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","0E8138FD8C","","$2,320.50","$2,320.50","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","1280A3AF62","$5,855.64","$7,346.26","$13,201.90","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","139D89A891","","$3,640.00","$3,640.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","13A14E6289","$1,950.00","$1,072.50","$3,022.50","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","13EC307740","","$2,352.19","$2,352.19","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","1604312451","$4,358.39","$2,644.69","$7,003.08","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","1A65C14618","","$956.25","$956.25","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","1ADA7CA09D","","$2,632.50","$2,632.50","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","1C1DC3C0EE","$7,585.50","$11,719.50","$19,305.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","1D3A95607D","$6,018.75","$2,328.75","$8,347.50","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","1E1CFA36A1","","$2,790.00","$2,790.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","232F6D32BD","$12,644.00","","$12,644.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","2D7595D103","$5,981.25","$3,127.50","$9,108.75","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","2DF00CA433","$6,837.00","$4,507.75","$11,344.75","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","2F35931E9B","$900.00","","$900.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","2FFB1A0A10","$770.63","$1,544.07","$2,314.70","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","322353337C","","$3,227.25","$3,227.25","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","387F4B33AB","","$185.98","$185.98","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","3904DF12CB","","$2,515.50","$2,515.50","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","39217DDA87","$5,357.25","$2,885.63","$8,242.88","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","3AF23C8064","$6,558.50","$13,923.00","$20,481.50","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","3C527CCBBF","$3,504.38","","$3,504.38","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","3ED91C4BCB","$2,385.00","","$2,385.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","3FCB933A83","","$3,830.63","$3,830.63","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","40FAC6DA36","$3,301.88","","$3,301.88","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","410111EBE9","$3,903.75","","$3,903.75","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","421F89B468","$2,340.00","$2,652.01","$4,992.01","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","448A512CD0","$5,542.51","$3,037.50","$8,580.01","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","4514C7DE22","$804.38","$5,260.01","$6,064.39","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","45D573F7E9","","$5,408.00","$5,408.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","45DC8AECD8","$6,413.00","$6,916.00","$13,329.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","46040313C7","$6,307.01","$12,099.75","$18,406.76","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","4635015932","$8,232.25","$11,154.00","$19,386.25","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","478E819D7C","$5,444.01","$6,363.75","$11,807.76","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","483E4A1EE0","","$2,465.26","$2,465.26","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","489558EC8B","$12,517.50","$30,562.38","$43,079.88","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","4D36C724B7","$1,878.34","$3,240.00","$5,118.34","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","5070484F73","$11,266.88","","$11,266.88","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","5336BAC3C1","$30,131.01","$26,785.13","$56,916.14","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","562C0A5213","$5,062.03","$2,242.50","$7,304.53","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","5B75D19A55","$31,103.25","$28,884.00","$59,987.25","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","5B97CFACB9","","$2,463.75","$2,463.75","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","5C0217ADCF","$2,437.50","$5,931.01","$8,368.51","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","5C2E43D9DE","$3,144.38","$8,803.13","$11,947.51","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","5C41096360","$3,060.01","","$3,060.01","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","5CAB5BE016","$3,120.00","","$3,120.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","5E94B37A4B","$14,224.00","","$14,224.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","61AD72A929","$4,615.00","","$4,615.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","639A3559D6","","$3,825.00","$3,825.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","650DD29B05","$2,784.38","$12,811.01","$15,595.39","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","6748991412","","$195.00","$195.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","68C274D5C9","$2,626.00","$845.00","$3,471.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","6A27CF611B","$5,877.38","$6,833.25","$12,710.63","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","6B044130DA","$5,619.39","","$5,619.39","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","6E0B65E215","$2,677.50","$1,620.00","$4,297.50","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","72316A4549","","$4,420.00","$4,420.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","7422B17BE2","$1,200.00","","$1,200.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","746A8CC044","$43.25","","$43.25","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","79CFB85C36","$6,125.63","$15,924.00","$22,049.63","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","7FC90B0A8E","","$2,566.69","$2,566.69","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","80A2AF127D","","$2,930.63","$2,930.63","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","8332F5937D","$4,426.50","$5,304.00","$9,730.50","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","85726F8192","","$5,110.33","$5,110.33","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","89FD66D8DA","","$2,067.00","$2,067.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","8D537EFF6A","","$3,114.00","$3,114.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","8E34C0B1F7","$4,186.00","","$4,186.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","91A0B0FB5C","$2,193.75","$3,065.63","$5,259.38","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","933FAD746E","$2,654.44","","$2,654.44","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","A0812FE9D7","$2,437.50","$5,562.38","$7,999.88","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","A29DA12532","","$3,009.50","$3,009.50","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","A3CDD618CD","","$2,880.00","$2,880.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","A55C88DA5C","$7,271.63","$3,516.50","$10,788.13","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","A5864E9C53","$23,840.00","$25,756.36","$49,596.36","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","A72D45D58E","$6,974.50","$18,261.75","$25,236.25","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","A7985E45C2","","$237.88","$237.88","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","A89E7D8815","$30,522.50","$30,334.00","$60,856.50","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","ABF575EF45","","$2,617.25","$2,617.25","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","AF66F3EDEE","$2,730.00","","$2,730.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","B125EB1F61","$10,763.44","","$10,763.44","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","B22A949ED4","","$3,393.00","$3,393.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","B2B58B49FC","$2,778.75","$8,330.63","$11,109.38","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","B3904438E7","$30,935.75","$24,015.36","$54,951.11","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","B6E89FC3A1","","$2,120.63","$2,120.63","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","B7A01F59D3","$160.03","","$160.03","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","BA72DD84D6","","$2,266.30","$2,266.30","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","BC22A452CF","$3,120.00","$3,432.00","$6,552.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","BDC6AAFA07","$804.38","$4,725.01","$5,529.39","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","C43627147C","$990.00","$6,870.00","$7,860.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","CCAD9C5E29","","$3,391.88","$3,391.88","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","CCFAA76E0B","$20,383.50","$27,730.63","$48,114.13","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","CE52BF765A","","$138.41","$138.41","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","D2CD321F33","$5,416.13","$2,583.75","$7,999.88","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","D8313B3D60","$1,209.00","$5,594.88","$6,803.88","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","DE09C092D9","","$4,290.00","$4,290.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","DEF1EE288E","","$2,925.00","$2,925.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","E2D73B5277","$9,386.00","","$9,386.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","E584FB1C86","","$2,549.63","$2,549.63","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","E7A5827C8F","","$1,557.00","$1,557.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","EEA277F3B4","$5,375.00","$4,460.00","$9,835.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","F0D53E5F2C","$2,427.75","$2,403.38","$4,831.13","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","F1FDB45D34","","$2,613.01","$2,613.01","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","F28F749E5F","$3,056.63","","$3,056.63","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","F6D86543CD","$2,427.75","$2,691.00","$5,118.75","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","F7137B0695","$2,812.50","$5,589.50","$8,402.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","F9F4D18639","$4,056.00","","$4,056.00","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","FED012B971","","$956.25","$956.25","Game and Fish Department"
"TEMP-NOT CLS-TECH ","NC9033","FF9F81A090","$3,250.00","$10,552.75","$13,802.75","Game and Fish Department"
"VETERINARIAN I","CL3701","B25BA98990","$67,500.00","$70,872.00","$138,372.00","Game and Fish Department"
"WATER RESOURCE PROJ MGR ","CL6055","C80C548526","$48,560.00","$53,760.00","$102,320.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","065EA266F4","$45,948.00","$50,567.46","$96,515.46","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","1C1DC3C0EE","","$16,303.18","$16,303.18","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","2416354E00","$52,644.00","$55,188.00","$107,832.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","3EBD8209B0","$38,156.00","$42,036.00","$80,192.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","4353AFF57D","$44,844.00","$45,960.00","$90,804.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","510C63B6E1","$44,844.00","$46,188.00","$91,032.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","5238CDB79E","$34,740.00","$36,480.00","$71,220.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","5336BAC3C1","","$2,391.84","$2,391.84","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","5A0C96B0A7","$42,648.00","$44,136.00","$86,784.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","73DDB7FE42","$52,812.00","$55,188.00","$108,000.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","89D7E93C5B","$39,828.00","$44,520.00","$84,348.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","8C76308BA5","$35,900.00","$39,744.00","$75,644.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","927554C003","$34,740.00","$36,648.00","$71,388.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","945D4B0170","$34,740.00","$8,152.73","$42,892.73","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","A4A050C113","$52,476.00","$37,154.68","$89,630.68","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","A81868D362","","$11,036.00","$11,036.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","D3E617EDF6","$49,224.00","$50,700.00","$99,924.00","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","F1ED6FFE8E","$1,224.35","","$1,224.35","Game and Fish Department"
"WILDLIFE TECHNICIAN I ","CL6001","FAF2A07A26","$41,400.00","$43,056.00","$84,456.00","Game and Fish Department"
"WILDLIFE TECHNICIAN II","CL6002","9CA957D6B2","$39,552.00","$41,532.00","$81,084.00","Game and Fish Department"
"WILDLIFE TECHNICIAN II","CL6002","9EC270FFFD","$40,728.00","$42,564.00","$83,292.00","Game and Fish Department"
"ASSISTANT-NOT CLASSIFIED","NC9004","1FE440FBC4","$51,439.96","$62,775.16","$114,215.12","Governor's Office"
"ASSISTANT-NOT CLASSIFIED","NC9004","83A553600B","","$44,016.34","$44,016.34","Governor's Office"
"ASSISTANT-NOT CLASSIFIED","NC9004","FD62C19440","$45,085.25","","$45,085.25","Governor's Office"
"ELECTED - NOT CLASSIFIED","NC9001","C6F4280B15","$121,679.16","$125,329.56","$247,008.72","Governor's Office"
"ELECTED - NOT CLASSIFIED","NC9001","DC2B3F48BA","$94,461.00","$97,294.80","$191,755.80","Governor's Office"
"INTERN � NOT CLASSIFIED�","NC9050","54A37B29F2","","$3,116.75","$3,116.75","Governor's Office"
"INTERN � NOT CLASSIFIED�","NC9050","97269F722A","$2,796.00","","$2,796.00","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","048C898D78","","$81,666.60","$81,666.60","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","14BDE5F78C","$43,581.72","$12,637.62","$56,219.34","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","3C6DCAE68D","$55,166.76","$34,621.24","$89,788.00","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","44495A1C07","$44,516.97","","$44,516.97","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","4FF069CA8E","$47,140.08","$49,554.28","$96,694.36","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","5F529C5BFA","$42,698.04","$43,978.92","$86,676.96","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","6C0E80470C","$90,697.02","$26,494.62","$117,191.64","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","7F27B14100","$74,821.88","$106,714.37","$181,536.25","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","7F5B571256","$58,237.44","$60,959.52","$119,196.96","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","96907C1157","$61,303.56","$67,421.24","$128,724.80","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","A90F018118","$1,789.68","$43,230.04","$45,019.72","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","D00AE0A6EE","","$33,333.30","$33,333.30","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","E4D998B39C","$86,911.28","$109,799.08","$196,710.36","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","EECE7C9CC8","$152,387.68","$195,852.71","$348,240.39","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","F1836F481C","$93,646.09","$126,508.94","$220,155.03","Governor's Office"
"OTHER - NOT CLASSIFIED","NC9005","F7DB95A25D","$33,545.88","$34,552.20","$68,098.08","Governor's Office"
"TEMP-NOT CLS-ADMIN SPT","NC9036","14BDE5F78C","","$10,431.25","$10,431.25","Governor's Office"
"TEMP-NOT CLS-ADMIN SPT","NC9036","AE644ABA9F","$14,270.71","$19,889.22","$34,159.93","Governor's Office"
"TEMP-NOT CLS-ADMIN SPT","NC9036","B4535493E8","$840.00","","$840.00","Governor's Office"
"TEMP-NOT CLS-ADMIN SPT","NC9036","CC69F7A28F","$8,460.00","$10,845.92","$19,305.92","Governor's Office"
"ACCOUNT TECHNICIAN I","CL0211","42FA6A9553","$8,756.69","","$8,756.69","Health Department"
"ACCOUNT TECHNICIAN II ","CL0212","00DF58ABA4","$3,184.29","$35,448.00","$38,632.29","Health Department"
"ACCOUNT TECHNICIAN II ","CL0212","71445E8E91","$39,634.06","$38,771.25","$78,405.31","Health Department"
"ACCOUNT TECHNICIAN II ","CL0212","D6619F79AB","","$6,119.05","$6,119.05","Health Department"
"ACCOUNT TECHNICIAN II ","CL0212","DFE8AA9C3F","$14,853.32","","$14,853.32","Health Department"
"ACCOUNT/BUDGET SPEC I ","CL0221","79DB08DE6E","$52,778.09","$51,215.73","$103,993.82","Health Department"
"ACCOUNT/BUDGET SPEC II","CL0222","1A97F70B45","$25,675.00","$49,931.55","$75,606.55","Health Department"
"ACCOUNT/BUDGET SPEC II","CL0222","600A4F49E8","$49,245.08","$51,870.43","$101,115.51","Health Department"
"ACCOUNT/BUDGET SPEC III ","CL0223","2C60E4A1F3","$22,736.77","$35,681.95","$58,418.72","Health Department"
"ACCOUNT/BUDGET SPEC III ","CL0223","656A77CB6E","$21,623.65","","$21,623.65","Health Department"
"ACCOUNT/BUDGET SPEC III ","CL0223","BB22AE5BE1","$68,218.10","$19,980.58","$88,198.68","Health Department"
"ACCOUNT/BUDGET SPEC III ","CL0223","D680CDF486","$63,351.23","$65,622.68","$128,973.91","Health Department"
"ACCOUNTING MANAGER I","CL0224","235559ADA0","$73,944.00","$40,452.43","$114,396.43","Health Department"
"ACCOUNTING MANAGER I","CL0224","BB22AE5BE1","","$56,755.00","$56,755.00","Health Department"
"ACCOUNTING MANAGER II ","CL0225","4579E13EA9","$95,596.00","$99,376.00","$194,972.00","Health Department"
"ADMIN ASSISTANT I ","CL0041","00DF58ABA4","$27,550.23","","$27,550.23","Health Department"
"ADMIN ASSISTANT I ","CL0041","1117E6C330","$34,128.00","$35,496.00","$69,624.00","Health Department"
"ADMIN ASSISTANT I ","CL0041","120CCB1262","$22,826.48","$30,948.00","$53,774.48","Health Department"
"ADMIN ASSISTANT I ","CL0041","12823951E4","$15,272.49","$15,672.00","$30,944.49","Health Department"
"ADMIN ASSISTANT I ","CL0041","17426901B6","$31,860.00","$34,098.00","$65,958.00","Health Department"
"ADMIN ASSISTANT I ","CL0041","1F180BEDA0","$31,620.00","$31,642.80","$63,262.80","Health Department"
"ADMIN ASSISTANT I ","CL0041","392A23AB89","","$6,100.00","$6,100.00","Health Department"
"ADMIN ASSISTANT I ","CL0041","6D86351985","$2,310.57","","$2,310.57","Health Department"
"ADMIN ASSISTANT I ","CL0041","735F97E998","$10,423.79","","$10,423.79","Health Department"
"ADMIN ASSISTANT I ","CL0041","7743A092BE","$25,785.06","$29,664.00","$55,449.06","Health Department"
"ADMIN ASSISTANT I ","CL0041","869BDBC958","$39,543.49","","$39,543.49","Health Department"
"ADMIN ASSISTANT I ","CL0041","8BF065C5F6","$30,024.00","$31,524.00","$61,548.00","Health Department"
"ADMIN ASSISTANT I ","CL0041","98E280248D","$32,316.00","$34,781.91","$67,097.91","Health Department"
"ADMIN ASSISTANT I ","CL0041","AF6AA7A5A1","$32,009.59","$33,939.05","$65,948.64","Health Department"
"ADMIN ASSISTANT I ","CL0041","B64FFE0AA2","$28,323.87","$29,760.00","$58,083.87","Health Department"
"ADMIN ASSISTANT I ","CL0041","B6CABE8C96","$7,440.19","$7,863.78","$15,303.97","Health Department"
"ADMIN ASSISTANT I ","CL0041","B7D6E4B7E8","","$16,033.70","$16,033.70","Health Department"
"ADMIN ASSISTANT I ","CL0041","B8051DBCB4","$33,900.00","$35,256.00","$69,156.00","Health Department"
"ADMIN ASSISTANT I ","CL0041","C38E396562","$18,916.03","","$18,916.03","Health Department"
"ADMIN ASSISTANT I ","CL0041","D9BFEE6EE1","$31,896.00","$32,717.78","$64,613.78","Health Department"
"ADMIN ASSISTANT I ","CL0041","E7BABD8461","$35,156.00","$36,384.00","$71,540.00","Health Department"
"ADMIN ASSISTANT I ","CL0041","EA745AF4B9","$36,720.00","$42,035.13","$78,755.13","Health Department"
"ADMIN ASSISTANT I ","CL0041","F1F4DCD1B2","$27,618.99","$28,337.94","$55,956.93","Health Department"
"ADMIN ASSISTANT I ","CL0041","FA81ECEFAA","","$22,686.09","$22,686.09","Health Department"
"ADMIN ASSISTANT II","CL0042","211FA93358","$34,908.00","$37,554.00","$72,462.00","Health Department"
"ADMIN ASSISTANT II","CL0042","4FBADD2BBE","$35,136.00","$36,888.00","$72,024.00","Health Department"
"ADMIN ASSISTANT II","CL0042","5419D3E258","$37,500.00","$39,372.00","$76,872.00","Health Department"
"ADMIN ASSISTANT II","CL0042","5D0CD4A118","$37,392.00","$39,264.00","$76,656.00","Health Department"
"ADMIN ASSISTANT II","CL0042","640074E6E0","$36,432.00","$38,685.62","$75,117.62","Health Department"
"ADMIN ASSISTANT II","CL0042","861ABB0B39","$38,508.00","$40,044.00","$78,552.00","Health Department"
"ADMIN ASSISTANT II","CL0042","9E135DC5B0","$37,334.84","$39,324.00","$76,658.84","Health Department"
"ADMIN ASSISTANT II","CL0042","C61AB513A9","$39,900.00","$42,496.00","$82,396.00","Health Department"
"ADMIN ASSISTANT II","CL0042","F57393D834","$38,438.94","$38,539.62","$76,978.56","Health Department"
"ADMIN ASSISTANT II","CL0042","F5CC98FC4E","$35,712.00","$37,500.00","$73,212.00","Health Department"
"ADMIN ASSISTANT II","CL0042","F9223FFEAC","$37,526.84","$38,594.57","$76,121.41","Health Department"
"ADMIN ASSISTANT III ","CL0043","38B302A949","$49,552.00","$50,496.00","$100,048.00","Health Department"
"ADMIN ASSISTANT III ","CL0043","444768BEEC","$37,452.00","$39,324.00","$76,776.00","Health Department"
"ADMIN ASSISTANT III ","CL0043","47149781C5","$43,032.00","$45,748.00","$88,780.00","Health Department"
"ADMIN ASSISTANT III ","CL0043","66C8901ABF","$44,292.00","$46,512.00","$90,804.00","Health Department"
"ADMIN ASSISTANT III ","CL0043","735F97E998","$34,479.97","$47,417.32","$81,897.29","Health Department"
"ADMIN ASSISTANT III ","CL0043","F42D90323E","$42,584.00","$45,384.00","$87,968.00","Health Department"
"ADMIN OFR I ","CL0911","59F4AAF64C","$45,941.55","$48,414.57","$94,356.12","Health Department"
"ADMIN, FORENSIC EXAM OFC","CL3238","464CCAFDCD","$60,532.00","$60,233.97","$120,765.97","Health Department"
"ADMIN, FORENSIC EXAM OFC","CL3238","BD0FFE185B","","$15,157.00","$15,157.00","Health Department"
"APPOINTED--NOT CLASSIFIED ","NC9002","0960592C59","$188,700.00","$194,364.00","$383,064.00","Health Department"
"AUDITOR III ","CL0243","2314FAA947","$45,548.04","$73,671.36","$119,219.40","Health Department"
"AUTOPSY TECHNICIAN","CL3240","BD0FFE185B","$40,845.93","$31,276.72","$72,122.65","Health Department"
"AUTOPSY TECHNICIAN","CL3240","C1C9E02E79","","$6,020.88","$6,020.88","Health Department"
"BRD/COMM-NOT CLASSIFIED ","NC9006","04844DDEAC","$62.50","$250.00","$312.50","Health Department"
"BRD/COMM-NOT CLASSIFIED ","NC9006","2B7B695096","$437.50","$500.00","$937.50","Health Department"
"BRD/COMM-NOT CLASSIFIED ","NC9006","2BBAF135CF","$187.50","$375.00","$562.50","Health Department"
"BRD/COMM-NOT CLASSIFIED ","NC9006","3055B80A5E","$375.00","$437.50","$812.50","Health Department"
"BRD/COMM-NOT CLASSIFIED ","NC9006","4037E18EE0","$375.00","$562.50","$937.50","Health Department"
"BRD/COMM-NOT CLASSIFIED ","NC9006","44F1ECE289","$500.00","$312.50","$812.50","Health Department"
"BRD/COMM-NOT CLASSIFIED ","NC9006","51E3145662","$62.50","$187.50","$250.00","Health Department"
"BRD/COMM-NOT CLASSIFIED ","NC9006","8337539B07","$437.50","$500.00","$937.50","Health Department"
"BRD/COMM-NOT CLASSIFIED ","NC9006","8D3BBA2379","$187.50","$187.50","$375.00","Health Department"
"BRD/COMM-NOT CLASSIFIED ","NC9006","AD38A9FDBA","$125.00","$437.50","$562.50","Health Department"
"BRD/COMM-NOT CLASSIFIED ","NC9006","D25B1DB0CF","","$312.50","$312.50","Health Department"
"BRD/COMM-NOT CLASSIFIED ","NC9006","FA2C73B0D9","$312.50","$62.50","$375.00","Health Department"
"BUDGETED-PENDING CLASSF'N ","999998","0D3FDB6C19","$32,112.00","","$32,112.00","Health Department"
"BUDGETED-PENDING CLASSF'N ","999998","7324932711","","$33,637.82","$33,637.82","Health Department"
"BUDGETED-PENDING CLASSF'N ","999998","C5015402FF","$8,724.38","","$8,724.38","Health Department"
"BUDGETED-PENDING CLASSF'N ","999998","E3723BC357","$37,301.82","$47,371.00","$84,672.82","Health Department"
