"Job.Title","Position","Employee.Identifier","Fiscal.Year.2010","Fiscal.Year.2011","Total.Biennium","agency"
"STUDENT GENERAL ","13361","080C31F81D","$322.64","","$322.64","Dakota College at Bottineau"
"STUDENT GENERAL ","13361","4D24286304","","$134.13","$134.13","Dakota College at Bottineau"
"STUDENT GENERAL ","13361","72810EFC89","$967.92","$2,206.78","$3,174.70","Dakota College at Bottineau"
"STUDENT GENERAL ","13361","7C4B43D90C","$710.52","","$710.52","Dakota College at Bottineau"
"STUDENT GENERAL ","13361","A1646F17ED","$543.76","","$543.76","Dakota College at Bottineau"
"STUDENT GENERAL ","13361","CAF6CDE697","$366.13","","$366.13","Dakota College at Bottineau"
"STUDENT GENERAL ","13361","E03AFCF0F5","$43.50","","$43.50","Dakota College at Bottineau"
"STUDENT GENERAL ","13361","EDB7BCD710","","$58.00","$58.00","Dakota College at Bottineau"
"STUDENT GENERAL ","13362","B3967D7DAB","$864.00","$8,811.00","$9,675.00","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","035EC780DA","$460.43","","$460.43","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","0A9296F8DC","","$597.46","$597.46","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","0D058D82BC","","$917.20","$917.20","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","0FB82D3333","","$108.78","$108.78","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","10E7D2ACAB","","$1,607.25","$1,607.25","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","16E096189B","$361.81","$388.65","$750.46","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","17C18C09D0","$747.52","","$747.52","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","1EC8395F87","$373.38","","$373.38","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","2075BAA615","$1,069.38","$1,410.13","$2,479.51","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","22DD7B26E2","$783.05","","$783.05","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","2A6965D8AC","$83.38","$427.75","$511.13","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","35BC961DB5","","$783.02","$783.02","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","35C38C285C","$406.00","","$406.00","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","37CE951920","","$193.95","$193.95","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","3BAE7C5A73","","$386.81","$386.81","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","3CA191829E","","$578.28","$578.28","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","3D7E6B0274","","$551.01","$551.01","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","404C896F09","","$100.05","$100.05","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","40A9343783","","$711.70","$711.70","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","42DC9EC1A7","$290.00","","$290.00","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","46E0AAA8F5","","$1,686.41","$1,686.41","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","49748F7E0D","$1,508.42","","$1,508.42","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","4BAA44F3CA","","$130.50","$130.50","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","4CF4676281","$826.52","","$826.52","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","4D24286304","","$499.90","$499.90","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","4E6B096CA0","","$377.00","$377.00","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","4F2D4BEC0F","","$1,417.39","$1,417.39","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","4FDA538D2C","","$204.82","$204.82","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","55AA9E03B2","$169.69","","$169.69","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","55DF25346C","$558.25","","$558.25","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","59C800E085","$2,441.51","","$2,441.51","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","5E2944EA27","","$29.00","$29.00","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","5ECB81430E","$188.50","","$188.50","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","5FDF58A53B","","$317.19","$317.19","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","60EB7805FE","$166.75","$409.66","$576.41","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","63886FD227","","$435.00","$435.00","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","64EBA3F448","$259.19","","$259.19","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","679ECB3BA6","","$145.00","$145.00","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","68D30F04DB","","$768.58","$768.58","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","69013A531D","","$877.25","$877.25","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","6A03F91B4A","$435.00","$739.50","$1,174.50","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","6B650D0A6E","$152.25","","$152.25","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","72810EFC89","$275.51","","$275.51","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","73BE5C16A7","$1,638.50","","$1,638.50","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","74BAB717C7","$319.00","","$319.00","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","76C6276A1A","","$819.26","$819.26","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","78BFB51953","$614.47","","$614.47","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","7931FA5CA4","$108.75","","$108.75","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","7A8E0A4FA9","","$402.41","$402.41","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","7BBDBEDE38","$543.79","","$543.79","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","7C4B43D90C","$442.26","","$442.26","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","7CBE81DAE9","$819.25","","$819.25","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","7D2AC4C7E5","$389.71","","$389.71","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","8135BB2E2E","$123.25","","$123.25","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","81D1C15FB5","","$171.83","$171.83","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","830A997CD2","","$815.65","$815.65","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","83967A988C","$98.24","","$98.24","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","87DDBE87DE","$174.00","$96.07","$270.07","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","883EDCE441","$354.90","","$354.90","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","8859810D89","$152.25","","$152.25","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","8D461E4C61","$1,442.75","$641.64","$2,084.39","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","93D4DCDDF7","$29.00","","$29.00","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","96885B4C50","$130.50","","$130.50","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","9909DA4D7C","$106.08","","$106.08","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","9E2912A1A0","$1,055.61","","$1,055.61","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","A54DE883EB","$768.51","","$768.51","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","A77CF2F62E","$101.50","","$101.50","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","AC0F76C3B6","$371.23","$607.21","$978.44","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","B5F54651EA","$738.45","$965.38","$1,703.83","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","B7F273EC31","","$556.10","$556.10","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","B9A533EF19","$768.50","","$768.50","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","BE420BDBF6","$116.00","","$116.00","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","C349BBA4E5","$1,350.31","$783.00","$2,133.31","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","C3FE0BD9F9","$1,347.79","","$1,347.79","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","C535131059","$1,243.38","","$1,243.38","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","CAF6CDE697","$1,935.75","","$1,935.75","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","CDAF7EB722","","$1,225.28","$1,225.28","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","D11BD28195","$449.16","$450.15","$899.31","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","D18CEFCBE0","$732.25","","$732.25","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","D1EF301D03","$97.88","","$97.88","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","D9D07F8216","$415.47","","$415.47","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","DC97FAD21B","","$551.00","$551.00","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","DF9CC11DE6","$1,123.76","$1,150.98","$2,274.74","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","E03AFCF0F5","$386.46","$200.00","$586.46","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","E18BBB151C","","$806.61","$806.61","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","E2D73B5277","$29.01","","$29.01","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","EA1180BF13","","$688.75","$688.75","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","EDB7BCD710","$485.68","","$485.68","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","F05F53C365","$79.75","","$79.75","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","F79333A415","","$145.00","$145.00","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","FC0F3C89E7","","$166.75","$166.75","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","FC967286E2","","$585.53","$585.53","Dakota College at Bottineau"
"STUDENT GENERAL ","13366","FFC2FFF6CF","$58.00","","$58.00","Dakota College at Bottineau"
"STUDENT GENERAL ","13395","1219A86184","","$647.08","$647.08","Dakota College at Bottineau"
"STUDENT GENERAL ","13395","1EC8395F87","$812.00","","$812.00","Dakota College at Bottineau"
"STUDENT GENERAL ","13395","21E666EB1E","","$681.27","$681.27","Dakota College at Bottineau"
"STUDENT GENERAL ","13395","38A9A6B959","","$773.95","$773.95","Dakota College at Bottineau"
"STUDENT GENERAL ","13395","4362B7655D","","$485.76","$485.76","Dakota College at Bottineau"
"STUDENT GENERAL ","13395","51026D7264","","$879.09","$879.09","Dakota College at Bottineau"
"STUDENT GENERAL ","13395","572A45B445","","$1,722.72","$1,722.72","Dakota College at Bottineau"
"STUDENT GENERAL ","13395","72810EFC89","$969.16","","$969.16","Dakota College at Bottineau"
"STUDENT GENERAL ","13395","78BFB51953","$154.07","","$154.07","Dakota College at Bottineau"
"STUDENT GENERAL ","13395","87DDBE87DE","$204.83","$38.06","$242.89","Dakota College at Bottineau"
"STUDENT GENERAL ","13395","91D82D4D96","","$613.87","$613.87","Dakota College at Bottineau"
"STUDENT GENERAL ","13395","98BBEC8561","$1,343.10","","$1,343.10","Dakota College at Bottineau"
"STUDENT GENERAL ","13395","B5F54651EA","","$620.19","$620.19","Dakota College at Bottineau"
"STUDENT GENERAL ","13395","B9A533EF19","$155.88","","$155.88","Dakota College at Bottineau"
"STUDENT GENERAL ","13395","F0244A6DE2","","$344.41","$344.41","Dakota College at Bottineau"
"STUDENT GENERAL ","25293","72810EFC89","$547.38","","$547.38","Dakota College at Bottineau"
"STUDENT GENERAL ","25293","8859810D89","$674.25","","$674.25","Dakota College at Bottineau"
"STUDENT GENERAL ","25293","A54DE883EB","$1,118.37","","$1,118.37","Dakota College at Bottineau"
"STUDENT GENERAL ","26046","40A9343783","","$319.01","$319.01","Dakota College at Bottineau"
"STUDENT SERV OFC I","13015","97B6104626","$56,561.71","$53,775.00","$110,336.71","Dakota College at Bottineau"
"STUDENT SERVICES OFFICER","26185","B8F3306EE5","$31,000.08","$12,479.91","$43,479.99","Dakota College at Bottineau"
"STUDENT SERVICES OFFICER","26185","E432294056","","$2,333.34","$2,333.34","Dakota College at Bottineau"
"TEMP BUS DRIVER ","24704","0D9AAA9F6B","$1,750.00","$3,430.00","$5,180.00","Dakota College at Bottineau"
"TEMP BUS DRIVER ","24704","56486A84D2","$8,520.00","$7,840.04","$16,360.04","Dakota College at Bottineau"
"TEMP BUS DRIVER ","24704","ACD964A112","$4,370.00","$3,272.50","$7,642.50","Dakota College at Bottineau"
"TEMP BUS DRIVER ","24704","F9CA46D06B","","$162.50","$162.50","Dakota College at Bottineau"
"TEMP CUST, GRNDS & MAINTENANCE","24703","07D77BF20F","$2,726.03","$1,526.15","$4,252.18","Dakota College at Bottineau"
"TEMP CUST, GRNDS & MAINTENANCE","24703","1EBD79459C","$2,697.01","$2,802.13","$5,499.14","Dakota College at Bottineau"
"TEMP CUST, GRNDS & MAINTENANCE","24703","29C5265091","","$1,537.00","$1,537.00","Dakota College at Bottineau"
"TEMP CUST, GRNDS & MAINTENANCE","24703","33327B9E64","$1,714.63","$1,613.13","$3,327.76","Dakota College at Bottineau"
"TEMP CUST, GRNDS & MAINTENANCE","24703","3AD1FE83B5","$1,624.00","$4,842.13","$6,466.13","Dakota College at Bottineau"
"TEMP CUST, GRNDS & MAINTENANCE","24703","3D417084D2","$1,787.14","","$1,787.14","Dakota College at Bottineau"
"TEMP CUST, GRNDS & MAINTENANCE","24703","3E55BF5EFD","$1,044.00","","$1,044.00","Dakota College at Bottineau"
"TEMP CUST, GRNDS & MAINTENANCE","24703","3F7046F797","$1,682.00","$1,733.49","$3,415.49","Dakota College at Bottineau"
"TEMP CUST, GRNDS & MAINTENANCE","24703","45E7B085B4","","$1,283.25","$1,283.25","Dakota College at Bottineau"
"TEMP CUST, GRNDS & MAINTENANCE","24703","4899B19F38","","$1,576.88","$1,576.88","Dakota College at Bottineau"
"TEMP CUST, GRNDS & MAINTENANCE","24703","6E016D0ACC","","$1,112.88","$1,112.88","Dakota College at Bottineau"
"TEMP CUST, GRNDS & MAINTENANCE","24703","712D05D353","$14.50","","$14.50","Dakota College at Bottineau"
"TEMP CUST, GRNDS & MAINTENANCE","24703","8039502B9D","$1,626.19","","$1,626.19","Dakota College at Bottineau"
"TEMP CUST, GRNDS & MAINTENANCE","24703","82AFB92AC9","$764.89","","$764.89","Dakota College at Bottineau"
"TEMP CUST, GRNDS & MAINTENANCE","24703","A60277D297","$2,167.76","$4,737.01","$6,904.77","Dakota College at Bottineau"
"TEMP CUST, GRNDS & MAINTENANCE","24703","ABC97FB36B","$1,539.91","$1,616.75","$3,156.66","Dakota College at Bottineau"
"TEMP CUST, GRNDS & MAINTENANCE","24703","BA3CF8C2DB","$1,551.51","","$1,551.51","Dakota College at Bottineau"
"TEMP CUST, GRNDS & MAINTENANCE","24703","CC35112ED5","$1,827.73","$1,086.78","$2,914.51","Dakota College at Bottineau"
"TEMP CUST, GRNDS & MAINTENANCE","24703","D0F24F4663","$5,256.15","$5,435.64","$10,691.79","Dakota College at Bottineau"
"TEMP CUST, GRNDS & MAINTENANCE","24703","DE7232789F","$5,806.51","","$5,806.51","Dakota College at Bottineau"
"TEMP HEAT'G PLANT OPER","13410","37F1C50DC9","$499.88","","$499.88","Dakota College at Bottineau"
"TEMP HEAT'G PLANT OPER","13410","40A9343783","","$179.44","$179.44","Dakota College at Bottineau"
"TEMP HEAT'G PLANT OPER","13410","4B2237AE0D","$7,525.14","$7,081.12","$14,606.26","Dakota College at Bottineau"
"TEMP HEAT'G PLANT OPER","13410","4DA0ADF76D","$2,105.25","$1,631.38","$3,736.63","Dakota College at Bottineau"
"TEMP HEAT'G PLANT OPER","13410","575CBA3F54","","$1,054.00","$1,054.00","Dakota College at Bottineau"
"TEMP HEAT'G PLANT OPER","13410","6599BAAE50","$4,798.26","$5,503.10","$10,301.36","Dakota College at Bottineau"
"TEMP HEAT'G PLANT OPER","13410","AA93F81695","$1,685.63","$1,298.13","$2,983.76","Dakota College at Bottineau"
"TEMP HEAT'G PLANT OPER","13410","B67773F8CC","$7,436.67","$6,486.66","$13,923.33","Dakota College at Bottineau"
"TEMP PAINTING ","24705","70FEBB3862","$4,831.00","$3,685.00","$8,516.00","Dakota College at Bottineau"
"TEMP PAINTING ","24705","B07C6C4C03","","$1,856.00","$1,856.00","Dakota College at Bottineau"
"TEMP PAINTING ","24705","BB84B62640","$1,580.51","","$1,580.51","Dakota College at Bottineau"
"TEMP PAINTING ","24705","BC1227A98B","$2,227.57","$2,515.76","$4,743.33","Dakota College at Bottineau"
"TEMPORARYGENERAL","13291","2CB86A27C7","$279.00","","$279.00","Dakota College at Bottineau"
"TEMPORARYGENERAL","13291","572A45B445","$576.39","$1,259.70","$1,836.09","Dakota College at Bottineau"
"TEMPORARYGENERAL","13291","6F0DE20539","$812.65","","$812.65","Dakota College at Bottineau"
"TEMPORARYGENERAL","13291","8619C78A29","$2,899.50","$3,703.44","$6,602.94","Dakota College at Bottineau"
"TEMPORARYGENERAL","13291","87A3BFCCF6","","$268.25","$268.25","Dakota College at Bottineau"
"TEMPORARYGENERAL","13291","DE69761035","","$1,900.00","$1,900.00","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13335","3135F23CD4","$625.69","","$625.69","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13335","3E3ADE50DB","","$114.19","$114.19","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13335","DE69761035","","$225.60","$225.60","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13403","1A3888C721","$1,536.15","","$1,536.15","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13403","2CB86A27C7","$2,380.00","","$2,380.00","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13403","87894AD0DE","$224.00","","$224.00","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13403","B3967D7DAB","$2,656.00","","$2,656.00","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13403","C775873AD8","$3,400.00","","$3,400.00","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13403","EA9A5B3C24","$3,424.00","","$3,424.00","Dakota College at Bottineau"
"TEMPORARY ELECTRONICS ","24795","DE69761035","$3,030.01","","$3,030.01","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","00CA82B8FD","","$1,500.00","$1,500.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","2A34C51569","$1,000.00","","$1,000.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","2FF5F9741C","$2,146.00","","$2,146.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","3E3EB21043","$2,492.37","$3,352.36","$5,844.73","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","5B9BBD50EE","$75.00","$75.00","$150.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","646A6C1918","$220.00","$110.00","$330.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","6F0DE20539","$1,120.00","$2,961.25","$4,081.25","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","8619C78A29","$320.00","$595.00","$915.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","8633F109B1","","$2,500.00","$2,500.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","A69EE74F69","$330.00","$220.00","$550.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","C775873AD8","$1,373.33","","$1,373.33","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","D55B2F8722","","$1,500.00","$1,500.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","E3CEE546E9","$1,793.00","$2,500.00","$4,293.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","ED35D27A01","$3,000.00","$3,920.01","$6,920.01","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","EE08DE031F","$220.00","","$220.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","F8202EC725","","$1,500.00","$1,500.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","FF8FD73555","","$150.00","$150.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","188CFE9B5E","","$750.00","$750.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","1A3888C721","$12.54","","$12.54","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","2A6965D8AC","","$171.75","$171.75","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","2C21178BF3","$750.00","","$750.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","4D205C1E46","$150.00","","$150.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","852F9B9340","$600.00","","$600.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","8633F109B1","$750.00","","$750.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","8AF1086F2F","$50.00","","$50.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","950EF812DE","$75.00","","$75.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","990EFB7DD0","","$75.00","$75.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","9A3BEA4D4F","","$75.00","$75.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","BE3781D04E","$650.00","","$650.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","C2F916668D","$75.00","","$75.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","CF117C0171","$550.00","","$550.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","DD88805E74","$650.00","","$650.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","45E7B085B4","$1,132.46","","$1,132.46","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","4899B19F38","$1,674.03","","$1,674.03","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","5900F19D4F","$1,386.21","","$1,386.21","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","6F0DE20539","","$4,000.00","$4,000.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","73B2A4DCA0","$1,086.06","$1,326.04","$2,412.10","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","886D19C2B5","","$428.48","$428.48","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","AF78E788FE","","$461.83","$461.83","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","B07C6C4C03","$1,832.82","$1,537.01","$3,369.83","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","B81A29DC1F","","$572.03","$572.03","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","B857B095BB","$1,257.17","$1,459.44","$2,716.61","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","BC4348749C","","$395.86","$395.86","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","C09E75563C","","$459.66","$459.66","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","D961CD0985","$2,990.67","$1,437.69","$4,428.36","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","EE210D0DD0","","$519.83","$519.83","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","FD02C9A6F4","","$994.72","$994.72","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","2A34C51569","","$2,641.50","$2,641.50","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","3135F23CD4","$833.75","","$833.75","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","6ABCA68F7B","$5,899.50","$3,286.06","$9,185.56","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","749502F11A","$427.78","$652.53","$1,080.31","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","A63FA0176A","","$750.00","$750.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","25299","31792F48C0","$630.02","$495.97","$1,125.99","Dakota College at Bottineau"
"TEMPORARY GENERAL ","25299","D3F0984DDA","$3,310.78","$3,168.20","$6,478.98","Dakota College at Bottineau"
"ACA RECORDS ASSOC/TESTING COOR","12003","6CB1708580","$26,926.96","$27,516.96","$54,443.92","Dickinson State University"
"ACADEMIC RECORDS ASSISTANT","12595","4D59175D00","$21,552.00","$22,076.36","$43,628.36","Dickinson State University"
"ACCOUNT TECHNICIAN","12055","571E266AC1","$25,000.08","$26,250.00","$51,250.08","Dickinson State University"
"ACCOUNT TECHNICIAN","12526","B06B439686","$25,999.92","$27,300.00","$53,299.92","Dickinson State University"
"ADMINISTRATIVE ASST ","11878","294B02A1E9","$23,977.12","$25,062.43","$49,039.55","Dickinson State University"
"ADMINISTRATIVE ASST ","11898","67B8D11CB9","$27,912.96","$29,309.04","$57,222.00","Dickinson State University"
"ADMINISTRATIVE ASST ","11928","4EF9C50920","$24,985.92","$26,235.12","$51,221.04","Dickinson State University"
"ADMINISTRATIVE ASST ","11979","1E2A465994","$7,745.46","","$7,745.46","Dickinson State University"
"ADMINISTRATIVE ASST ","11979","EF6B858C40","","$20,233.40","$20,233.40","Dickinson State University"
"ADMINISTRATIVE ASST ","11979","FD425F5C87","$18,316.24","","$18,316.24","Dickinson State University"
"ADMINISTRATIVE ASST ","12049","866FD591B4","$2,506.95","","$2,506.95","Dickinson State University"
"ADMINISTRATIVE ASST ","12049","E4770DB046","$19,431.04","$26,475.39","$45,906.43","Dickinson State University"
"ADMINISTRATIVE ASST ","12070","5923192C97","$5,300.31","","$5,300.31","Dickinson State University"
"ADMINISTRATIVE ASST ","12070","EFCEB7099A","$22,401.35","$28,665.12","$51,066.47","Dickinson State University"
"ADMINISTRATIVE SEC","11895","D27EF84CC3","$9,617.54","$20,572.83","$30,190.37","Dickinson State University"
"ADMINISTRATIVE SEC","11895","E1672164B1","$8,605.15","","$8,605.15","Dickinson State University"
"ADMINISTRATIVE SEC","11915","D981248B27","$24,172.24","$26,539.43","$50,711.67","Dickinson State University"
"ADMINISTRATIVE SEC","11920","92B9C670F1","$21,955.04","$23,929.92","$45,884.96","Dickinson State University"
"ADMINISTRATIVE SEC","11923","639105572F","$23,176.08","$24,376.08","$47,552.16","Dickinson State University"
"ADMINISTRATIVE SEC","11967","1E2A465994","$7,045.43","","$7,045.43","Dickinson State University"
"ADMINISTRATIVE SEC","11967","2617F8962C","$1,137.93","","$1,137.93","Dickinson State University"
"ADMINISTRATIVE SEC","11967","2F48BEFA1C","","$17,886.68","$17,886.68","Dickinson State University"
"ADMINISTRATIVE SEC","11967","BFD276C30C","$3,742.12","$2,566.18","$6,308.30","Dickinson State University"
"ADMINISTRATIVE SEC","11972","358BB0D802","$32,047.92","$33,649.92","$65,697.84","Dickinson State University"
"ADMINISTRATIVE SEC","12000","2441C8FDAE","$1,107.95","$22,892.05","$24,000.00","Dickinson State University"
"ADMINISTRATIVE SEC","12000","2F0F39E136","$26,674.34","","$26,674.34","Dickinson State University"
"ADMINISTRATIVE SEC","12023","C6A624291E","$21,552.00","$7,420.07","$28,972.07","Dickinson State University"
"ADMINISTRATIVE SEC","12023","E191925AFA","","$14,828.86","$14,828.86","Dickinson State University"
"ADMINISTRATIVE SEC","12036","A41A2CC179","$28,429.92","$29,851.92","$58,281.84","Dickinson State University"
"ADMINISTRATIVE SEC","12042","CD856ADC69","$23,453.04","$31,152.96","$54,606.00","Dickinson State University"
"ADMINISTRATIVE SEC","12108","4EF4392292","$22,145.04","$23,345.04","$45,490.08","Dickinson State University"
"ADMINISTRATIVE SEC","12157","00187798D7","$24,269.54","$21,586.00","$45,855.54","Dickinson State University"
"ADMINISTRATIVE SEC","12234","B1F91B6B49","$18,618.25","$11,072.10","$29,690.35","Dickinson State University"
