"Job.Title","Position","Employee.Identifier","Fiscal.Year.2016","Fiscal.Year.2017","Total.Biennium","agency"
"PART-TIME INSTR/ADJUNCT ","11033","01BB4FE6DA","","$6,426.00","$6,426.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","03FFC168B5","$4,118.00","","$4,118.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","05C6274CD0","$8,236.00","","$8,236.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","14FD837999","$7,592.80","$4,334.00","$11,926.80","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","16C6639938","$24,886.20","$15,044.00","$39,930.20","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","18F271A1D9","","$9,639.00","$9,639.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","1C09ECE184","","$6,426.00","$6,426.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","1F344AAAE3","$11,954.00","$11,754.00","$23,708.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","243BBE586B","$4,640.00","$2,220.00","$6,860.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","383CDA4F04","$8,968.00","","$8,968.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","41B79E8017","$11,210.00","$6,426.00","$17,636.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","45A45FAE3D","$11,434.20","$12,902.00","$24,336.20","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","4E69C6AE48","$6,077.00","$1,959.00","$8,036.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","533F169FE2","$4,118.00","$3,918.00","$8,036.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","5DD0F71D9C","$17,960.20","$12,902.00","$30,862.20","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","6EE6CEB3B0","$4,484.00","","$4,484.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","7E8885E574","$9,280.00","$7,770.00","$17,050.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","814FAF3F67","$2,059.00","$1,959.00","$4,018.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","83CE2227D4","$4,484.00","$4,284.00","$8,768.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","8F973F65E5","$2,690.40","","$2,690.40","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","94B56BEA2F","$10,313.20","$8,568.00","$18,881.20","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","AB3422591D","$18,792.00","$15,623.34","$34,415.34","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","B5F1A012CF","$5,294.00","","$5,294.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","B7A6F30DC0","","$2,856.00","$2,856.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","B90E203572","$1,528.00","","$1,528.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","BF597C89D0","$8,441.90","$1,715.84","$10,157.74","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","C6C1D33168","$11,434.20","$5,405.00","$16,839.20","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","C9929EDD5E","$4,484.00","","$4,484.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","D9CA59C97F","$13,452.00","$14,023.00","$27,475.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","DA8D69BF91","$8,968.00","$2,142.00","$11,110.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","E2430B0A63","","$2,220.00","$2,220.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","E2DC3960D9","$11,210.00","","$11,210.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","E6CAB497EF","$2,059.00","$1,959.00","$4,018.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","E8A2C3CB08","$12,486.00","","$12,486.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","F24B9AE46B","$13,452.00","$10,948.00","$24,400.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11033","F55E15CC1D","$9,682.00","$9,282.00","$18,964.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","02C6FA1395","$4,284.00","$2,142.00","$6,426.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","05DBD9C4A3","","$1,409.52","$1,409.52","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","060E4CFEB4","$4,440.00","$6,660.00","$11,100.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","0D4F381CFD","$3,570.00","","$3,570.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","1968953F31","$4,284.00","$4,284.00","$8,568.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","1B10074C5D","$8,892.20","$9,689.00","$18,581.20","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","1B66B0F82F","$4,284.00","$11,781.00","$16,065.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","1E21BEB5DF","$9,742.00","$2,612.00","$12,354.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","22949CF2E5","","$8,568.00","$8,568.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","230F6AF11C","$4,998.00","$4,998.00","$9,996.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","23EA4CB7EA","$2,059.00","","$2,059.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","287FBF0926","$4,716.64","","$4,716.64","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","2A8816DBFE","$8,071.20","$8,568.00","$16,639.20","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","2F517896D3","$11,839.00","$4,904.38","$16,743.38","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","304FCECB6A","$4,292.00","$4,382.00","$8,674.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","32D40A0DE7","$10,313.20","$8,568.00","$18,881.20","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","36F26BD7EF","$5,550.50","","$5,550.50","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","38F927FC62","$5,224.00","$7,836.00","$13,060.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","3C063238F9","$11,754.00","$12,407.00","$24,161.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","3C30278AA7","","$4,440.00","$4,440.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","47EBFEDD50","$3,591.50","","$3,591.50","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","48D0580CA2","$1,690.00","$370.00","$2,060.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","4B063AA59C","$4,284.00","","$4,284.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","50C47F6D5C","$3,700.00","","$3,700.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","5131462C5A","$1,959.00","$3,918.00","$5,877.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","586AA4510E","$15,672.00","$15,672.00","$31,344.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","5AA05FA623","$9,264.00","$2,856.00","$12,120.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","5BE63D0F7F","$3,034.50","$714.00","$3,748.50","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","5BFE4E234E","$11,320.00","","$11,320.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","6083894010","$11,954.00","","$11,954.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","610EC6A2B8","$2,220.00","","$2,220.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","6E33CFBB05","$8,880.00","$6,660.00","$15,540.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","72EA9DA107","$3,918.00","","$3,918.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","7A4BDA64CB","$2,856.00","$4,794.00","$7,650.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","7DE72EFA7F","$10,188.00","$10,188.00","$20,376.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","7E137DDD38","$1,506.00","","$1,506.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","81F7FF11A4","$2,142.00","$2,142.00","$4,284.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","8420CE213E","$425.00","$11,778.00","$12,203.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","84B554CEEE","$6,726.00","$4,284.00","$11,010.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","8DE250BA74","","$12,852.00","$12,852.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","8F7F98447D","$4,440.00","$6,660.00","$11,100.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","8FB1EC87BF","$12,407.00","","$12,407.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","933C9B5D31","$3,822.00","$1,440.00","$5,262.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","93DD6FCBAB","$5,712.00","$6,783.00","$12,495.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","9F3498BD68","$3,927.00","$357.00","$4,284.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","A68FE7FE57","$4,118.00","","$4,118.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","A924B04013","$2,142.00","$2,275.87","$4,417.87","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","AFEAC989EC","","$4,016.25","$4,016.25","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","B09C166CD8","$1,850.00","","$1,850.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","B98CC3C356","$489.76","","$489.76","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","BA90C9BC4F","$4,118.00","","$4,118.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","BB6534BE50","$3,918.00","","$3,918.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","BFFFECD8AF","$4,440.00","$4,440.00","$8,880.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","C45835C031","$653.00","","$653.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","C9EB319C40","$31,644.00","$33,303.00","$64,947.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","CF1F63B864","$2,142.00","","$2,142.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","D4C13BA6B6","","$2,856.00","$2,856.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","DBABBD15F1","$1,632.50","$1,632.50","$3,265.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","DD232C0396","$9,895.00","","$9,895.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","E368D26AEA","$4,484.00","$2,142.00","$6,626.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","E38F3A528B","$6,530.00","$3,265.00","$9,795.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","E80DD09D0E","$2,220.00","$2,220.00","$4,440.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","EA0C941916","$2,856.00","$2,856.00","$5,712.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","ECA3CEFFCE","","$1,591.80","$1,591.80","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","EF14F60CD7","$6,930.00","$6,930.00","$13,860.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","F0451E65E6","$1,428.00","","$1,428.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","F321E9A83D","$1,428.00","","$1,428.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","F642F3E663","$9,996.00","","$9,996.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","F6913AB471","$24,938.25","$28,324.38","$53,262.63","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","11089","FD85038A97","$16,879.20","$15,694.00","$32,573.20","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","12447","BF543350A3","$2,612.00","$1,306.00","$3,918.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","12447","DC62A4DFF8","$8,603.00","$6,521.00","$15,124.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","12448","02D4F014DB","","$2,377.62","$2,377.62","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","12448","320537DD84","","$7,375.62","$7,375.62","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","12448","37867D6A13","$1,192.38","$4,762.38","$5,954.76","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","12448","49A3328D31","$1,306.00","","$1,306.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","12448","4C2AF9607E","$2,142.00","","$2,142.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","12448","64A3F5E34A","$4,288.00","$4,288.00","$8,576.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","12448","693E77E22F","$12,852.00","$7,140.00","$19,992.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","12448","77E0E74C03","$3,951.60","","$3,951.60","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","12448","7ABFD1DCBB","$428.40","","$428.40","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","12448","890C772B1D","$1,306.00","$1,306.00","$2,612.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","12448","B02DA265D4","$21,459.55","$19,586.73","$41,046.28","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","12448","B21DAFBB67","$1,480.00","$991.60","$2,471.60","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","12448","B292B3F4A8","$20,350.74","$22,133.25","$42,483.99","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","12448","E4CF7C07E7","","$1,663.62","$1,663.62","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","27490","2F212BF50D","$13,521.70","$20,369.80","$33,891.50","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","27490","325683AC00","$1,813.60","","$1,813.60","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","27490","6E80DE98B6","$6,654.00","$6,451.40","$13,105.40","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","27490","7FA07F6AF4","$520.20","$13,556.10","$14,076.30","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","27490","8B6B664CEA","$11,946.65","","$11,946.65","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","27490","8F6815F0DC","","$2,129.15","$2,129.15","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","27490","9AE93E67E6","$994.30","","$994.30","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","27490","9E7452EB2A","$1,738.60","$2,335.15","$4,073.75","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","27490","D874977FB0","$5,840.36","$7,899.56","$13,739.92","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","27490","E859EF2F44","$612.00","$7,086.35","$7,698.35","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","101083","0639262073","$175.00","$212.50","$387.50","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","101083","29C7450AA7","","$75.00","$75.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","101083","517A22060A","$5,997.60","$2,677.26","$8,674.86","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","101083","52780C6A0C","$555.00","$112.50","$667.50","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","101083","54907573E9","$2,693.80","","$2,693.80","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","101083","559948D3CA","$487.50","$384.90","$872.40","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","101083","6519CBCDAA","","$320.00","$320.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","101083","735272BCD6","$810.00","$140.00","$950.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","101083","805AB2B312","$237.50","","$237.50","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","101083","8B8AD7916B","$720.00","$355.00","$1,075.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","101083","9A7FCE9A70","","$863.40","$863.40","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","101083","A1B689240B","","$1,788.40","$1,788.40","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","101083","C69869B3E1","$1,030.00","$3,365.00","$4,395.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","101083","C7A3B55C17","","$1,040.00","$1,040.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","101083","D2C27C8104","$3,500.00","$2,643.75","$6,143.75","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","101083","DAB4E595E8","$1,210.00","$300.00","$1,510.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","101083","E1E6D3C5B1","$162.50","$162.50","$325.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","101083","F4AF3B021E","$1,820.00","$1,056.60","$2,876.60","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","103192","03FFC168B5","","$3,918.00","$3,918.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","103192","383CDA4F04","","$8,568.00","$8,568.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","103192","B5F1A012CF","","$5,094.00","$5,094.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","103192","BF597C89D0","","$1,959.00","$1,959.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","103192","C9929EDD5E","","$4,284.00","$4,284.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","103192","E8A2C3CB08","","$15,848.00","$15,848.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","103193","0D4F381CFD","","$3,570.00","$3,570.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","103193","287FBF0926","","$4,528.00","$4,528.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","103193","5BE63D0F7F","","$4,998.00","$4,998.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","103193","5BFE4E234E","","$9,622.00","$9,622.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","103193","6083894010","","$12,407.00","$12,407.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","103193","7E137DDD38","","$1,153.00","$1,153.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","103193","9F3498BD68","","$4,105.50","$4,105.50","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","103193","BA90C9BC4F","","$3,918.00","$3,918.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","103193","BB6534BE50","","$3,918.00","$3,918.00","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","103193","CEFE6FE492","","$11,712.01","$11,712.01","Bismarck State College"
"PART-TIME INSTR/ADJUNCT ","103193","DD232C0396","","$11,754.00","$11,754.00","Bismarck State College"
"PAYROLL ACCOUNT TECHNICIAN","12591","79CA17B37C","$14,334.19","","$14,334.19","Bismarck State College"
"PAYROLL ACCOUNTANT","10819","4DD08C0F0C","","$29,166.62","$29,166.62","Bismarck State College"
"PAYROLL ACCOUNTANT","10819","EB5FE7A274","$68,850.72","$42,785.34","$111,636.06","Bismarck State College"
"PAYROLL TECHNICIAN","12591","2B55C569E5","","$25,078.39","$25,078.39","Bismarck State College"
"PAYROLL TECHNICIAN","12591","4DD08C0F0C","$21,525.86","$18,195.63","$39,721.49","Bismarck State College"
"PAYROLL TECHNICIAN","12591","79CA17B37C","$876.92","","$876.92","Bismarck State College"
"PRESIDENT ","10969","46D37BB465","$212,895.92","$209,836.90","$422,732.82","Bismarck State College"
"PRODUCTION COORDINATOR","10903","1A3DB1DC14","$59,660.00","$61,430.00","$121,090.00","Bismarck State College"
"PROF OF COMP & OFFICE TECH","10779","6D51591BFC","","$4,108.06","$4,108.06","Bismarck State College"
"PROF OF COMP SCIENCE","12303","9AE84C4C23","","$5,626.15","$5,626.15","Bismarck State College"
"PROF OF ELECTRONICS/TELEC TECH","10765","90866183C3","$95,566.00","$99,850.00","$195,416.00","Bismarck State College"
"PROFESSIONAL(TEMP),GENERAL","103284","40D4BEA821","","$34,247.52","$34,247.52","Bismarck State College"
"PROFESSIONAL(TEMP),GENERAL","103284","F0B3E3081D","","$96.39","$96.39","Bismarck State College"
"PROFESSOR OF CRIMINAL JUSTICE ","12308","B4F395688F","$13,515.72","$84,463.34","$97,979.06","Bismarck State College"
"PROFESSOR OF ENGLISH","10864","EC6EB245E6","$67,946.00","$70,263.00","$138,209.00","Bismarck State College"
"PROFESSOR OF ENGLISH","10951","4FE7B2DE2E","$61,835.00","$63,690.00","$125,525.00","Bismarck State College"
"PROFESSOR OF ENGLISH","10996","A6F8780982","$5,942.82","$80,657.00","$86,599.82","Bismarck State College"
"PROFESSOR OF HISTORY","10905","BB5F783CD6","$86,367.00","","$86,367.00","Bismarck State College"
"PROFESSOR OF HISTORY","12311","79415D0D82","$88,267.00","$86,305.00","$174,572.00","Bismarck State College"
"PROFESSOR OF MUSIC","10797","5E31007806","$5,756.32","$87,850.00","$93,606.32","Bismarck State College"
"PROFESSOR OF PSYCHOLOGY ","10940","018002C015","$5,222.29","","$5,222.29","Bismarck State College"
"PROFESSOR OF WELDING","26379","E177585728","$108,643.08","$103,433.36","$212,076.44","Bismarck State College"
"PROGRAM MANAGER, NECE ","10812","83495E985B","$89,582.04","$13,791.84","$103,373.88","Bismarck State College"
"PROGRAM MANAGER, NECE ","10851","31781BA2AB","$87,309.08","$13,791.68","$101,100.76","Bismarck State College"
"PROGRAM MANAGER, NECE ","10949","17E20DC6B9","$101,459.04","$16,909.84","$118,368.88","Bismarck State College"
"PROGRAMS COORD - COLLEGE ADV","26643","65525BDCB4","$36,371.04","$37,320.18","$73,691.22","Bismarck State College"
"PROJECT MANAGER, NECE ","23800","DF304B0DBC","$93,973.04","$90,473.04","$184,446.08","Bismarck State College"
"PROVOST/VP FOR ACAD & STUD AFF","10778","EE79D5DC90","$144,312.00","$25,889.28","$170,201.28","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","060EC6FAE8","$1,741.36","$2,009.00","$3,750.36","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","0D44AB9F51","$375.00","$650.00","$1,025.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","10BA5D0DF6","$750.00","$50.00","$800.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","14486768EE","","$100.00","$100.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","14C2ACB0F6","$950.00","$1,150.00","$2,100.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","167741354D","$1,175.00","","$1,175.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","16B4CE499B","$2,856.00","$2,906.00","$5,762.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","1726AC5C3D","$2,075.00","$1,595.51","$3,670.51","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","1D7EC2F416","$2,950.00","$2,625.00","$5,575.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","1EF21CF6E7","$2,612.00","$2,662.00","$5,274.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","22663C3A3F","$175.00","","$175.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","268630690A","","$1,275.00","$1,275.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","2CE8D634A0","$1,675.00","$1,175.00","$2,850.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","38A160DBC2","$600.00","","$600.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","39467AE11B","$300.00","$625.00","$925.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","3C18B70DC6","","$50.00","$50.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","3D000FBF93","$700.00","$1,800.00","$2,500.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","3DBAE2139C","$1,523.69","$1,959.00","$3,482.69","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","526702ADD1","$4,768.00","$5,568.00","$10,336.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","542FB18D8E","$750.00","","$750.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","5A0D12F3BD","$600.00","$450.00","$1,050.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","6288AD9616","$1,975.00","$3,150.00","$5,125.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","6408989AEF","$475.00","","$475.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","728920B706","","$50.00","$50.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","736D71A3ED","$1,045.66","","$1,045.66","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","7479AB3796","$325.00","","$325.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","78E16DE66B","","$454.14","$454.14","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","91F94B2AE2","$11,789.00","$19,244.00","$31,033.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","95AFB1EC81","$500.00","$400.00","$900.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","9BE30B3797","","$800.00","$800.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","9C172826ED","$300.00","$1,025.00","$1,325.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","9D7ED28BC8","$150.00","$250.00","$400.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","AB65AC2F5D","$1,100.00","$1,225.00","$2,325.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","AE0AE9BD7E","$3,506.00","$3,806.00","$7,312.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","B8732F15ED","$175.00","$75.00","$250.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","BF531C0A80","","$125.00","$125.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","C167FD8D69","","$50.00","$50.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","D44476D0FA","$2,175.00","$1,300.00","$3,475.00","Bismarck State College"
"PT INSTR/ADJUNCT (EARLY ENTRY)","28159","D62CE5243B","$875.00","$950.00","$1,825.00","Bismarck State College"
