"Job.Title","Position","Employee.Identifier","Fiscal.Year.2008","Fiscal.Year.2009","Total.Biennium","agency"
"TEMP TECH/PARA, GEN ","26789","B14A79181E","","$1,092.00","$1,092.00","Dakota College at Bottineau"
"TEMP TECH/PARA, GEN ","26789","D9BB247D77","","$136.00","$136.00","Dakota College at Bottineau"
"TEMP TECH/PARA, GEN ","26789","DC1508EA75","","$384.00","$384.00","Dakota College at Bottineau"
"TEMPORARYGENERAL","13291","1E9C8F87B4","$40.63","","$40.63","Dakota College at Bottineau"
"TEMPORARYGENERAL","13291","2CB86A27C7","","$9,291.00","$9,291.00","Dakota College at Bottineau"
"TEMPORARYGENERAL","13291","3E3EB21043","","$3,528.75","$3,528.75","Dakota College at Bottineau"
"TEMPORARYGENERAL","13291","560D26EF71","$817.60","","$817.60","Dakota College at Bottineau"
"TEMPORARYGENERAL","13291","B81A29DC1F","$387.51","$666.98","$1,054.49","Dakota College at Bottineau"
"TEMPORARYGENERAL","13291","D144EC3E8D","$291.27","","$291.27","Dakota College at Bottineau"
"TEMPORARYGENERAL","13291","D5EAA9586F","","$408.17","$408.17","Dakota College at Bottineau"
"TEMPORARYGENERAL","13291","DE69761035","","$376.26","$376.26","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13335","3135F23CD4","$288.77","$976.09","$1,264.86","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13335","D6A38E90F5","$798.13","","$798.13","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13403","1A3888C721","$6,146.12","$2,974.49","$9,120.61","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13403","2CB86A27C7","","$1,268.00","$1,268.00","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13403","2F78E7317A","$400.00","","$400.00","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13403","2FFF46E127","","$600.00","$600.00","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13403","6068F0CECB","$244.00","","$244.00","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13403","7E8885E574","$5,940.00","$1,000.00","$6,940.00","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13403","8F94C01605","$88.00","","$88.00","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13403","915793955A","$836.00","","$836.00","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13403","A656D26A47","$80.00","","$80.00","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13403","B81A29DC1F","$3,628.00","$3,804.00","$7,432.00","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13403","C775873AD8","","$2,937.60","$2,937.60","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13403","E29B8A2630","","$560.00","$560.00","Dakota College at Bottineau"
"TEMPORARY - GENERAL ","13403","EA9A5B3C24","","$4,212.00","$4,212.00","Dakota College at Bottineau"
"TEMPORARY ELECTRONICS ","24795","6D455BE90B","$1,536.00","$2,384.00","$3,920.00","Dakota College at Bottineau"
"TEMPORARY ELECTRONICS ","24795","B14A79181E","$2,140.00","$2,288.00","$4,428.00","Dakota College at Bottineau"
"TEMPORARY ELECTRONICS ","24795","B3BFC053DE","$346.40","","$346.40","Dakota College at Bottineau"
"TEMPORARY ELECTRONICS ","24795","DE69761035","","$1,566.25","$1,566.25","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","2971662CE8","$75.00","$75.00","$150.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","5B9BBD50EE","$150.00","$52.50","$202.50","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","646A6C1918","","$220.00","$220.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","6B989058A5","","$4,250.00","$4,250.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","8AF1086F2F","","$1,659.00","$1,659.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","99C3AE0E36","","$1,714.29","$1,714.29","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","A69EE74F69","","$220.00","$220.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","B72D49D2B5","$375.00","","$375.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","C775873AD8","","$1,500.00","$1,500.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","E3CEE546E9","$1,690.23","$1,740.93","$3,431.16","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","ED35D27A01","","$1,500.00","$1,500.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13308","EFE3ECA4AD","$145.00","","$145.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","188CFE9B5E","$700.00","","$700.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","2502798A88","","$100.00","$100.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","34DEDDFC05","","$750.00","$750.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","7328A1B54D","$100.00","","$100.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","96C8312C5E","$885.00","","$885.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","A63FA0176A","","$750.00","$750.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","C6D22B8204","$125.00","","$125.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","D5EAA9586F","$1,545.35","$24,245.94","$25,791.29","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13347","DF085C7BA6","$100.00","","$100.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","2B33BADB70","$946.88","","$946.88","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","41552E29F1","","$1,100.38","$1,100.38","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","45E7B085B4","","$1,293.40","$1,293.40","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","46A77CF7B0","$881.25","","$881.25","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","487343A17C","$1,256.26","$264.38","$1,520.64","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","4899B19F38","","$1,637.06","$1,637.06","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","5900F19D4F","","$1,134.63","$1,134.63","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","6668735C20","","$246.29","$246.29","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","6B989058A5","","$3,481.50","$3,481.50","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","80EDC0AE67","$440.63","","$440.63","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","8B5687DD8E","$1,243.76","$585.46","$1,829.22","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","8BA46219A8","$1,325.01","$586.09","$1,911.10","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","A4EC762F91","$940.63","","$940.63","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","BC1227A98B","","$870.00","$870.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","CD0F018FEA","","$2,000.00","$2,000.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","D961CD0985","","$985.28","$985.28","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","DC61196235","","$696.00","$696.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","13411","E6704A7267","$303.62","","$303.62","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","07BC73EA9B","","$100.00","$100.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","0C7CE4B4AF","","$1,662.00","$1,662.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","1E9C8F87B4","$81.25","$75.00","$156.25","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","22F2E2A1CB","","$100.00","$100.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","2502798A88","","$1,100.00","$1,100.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","2805DCBF59","","$153.00","$153.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","28761B9F54","","$200.00","$200.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","2C21178BF3","","$666.68","$666.68","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","2F2B4CFD94","","$200.00","$200.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","3135F23CD4","$615.64","$1,650.65","$2,266.29","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","4352EDF7C8","","$100.00","$100.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","4D205C1E46","","$200.00","$200.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","549BDB5161","","$150.00","$150.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","58C04C8DD0","","$100.00","$100.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","6997B48F32","","$100.00","$100.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","6ABCA68F7B","$5,623.80","$5,021.90","$10,645.70","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","6F0DE20539","","$150.00","$150.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","7F83782080","","$50.00","$50.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","8633F109B1","","$500.00","$500.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","8D66287EA1","","$163.00","$163.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","A63FA0176A","","$165.00","$165.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","AE11B93DEA","$350.00","","$350.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","B039659427","","$200.00","$200.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","B35213BB45","","$100.00","$100.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","B8A3FDE553","","$100.00","$100.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","D5EAA9586F","","$155.00","$155.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","D6A38E90F5","$390.63","","$390.63","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","E8810872AF","","$100.00","$100.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","23269","FB1AA98071","","$158.00","$158.00","Dakota College at Bottineau"
"TEMPORARY GENERAL ","25299","31792F48C0","$595.02","$669.40","$1,264.42","Dakota College at Bottineau"
"ACA RECORDS ASSOC/TESTING COOR","12003","6CB1708580","$1,837.50","$23,373.12","$25,210.62","Dickinson State University"
"ACADEMIC RECORDS ASSISTANT","12595","3DDB2D0558","$3,616.52","$1,272.94","$4,889.46","Dickinson State University"
"ACADEMIC RECORDS ASSISTANT","12595","4D59175D00","","$17,833.38","$17,833.38","Dickinson State University"
"ACCOUNT TECHNICIAN","12055","571E266AC1","$21,371.04","$22,654.08","$44,025.12","Dickinson State University"
"ACCOUNT TECHNICIAN","12526","B06B439686","$22,711.92","$24,075.12","$46,787.04","Dickinson State University"
"ADJUNCT FACULTY ","11887","42F5125302","$1,866.66","","$1,866.66","Dickinson State University"
"ADJUNCT FACULTY ","11927","4B56DB1BF5","$2,100.00","","$2,100.00","Dickinson State University"
"ADJUNCT FACULTY ","12056","8A8DA2DB89","$2,799.99","","$2,799.99","Dickinson State University"
"ADJUNCT FACULTY ","12057","0786B4B70C","$2,300.00","","$2,300.00","Dickinson State University"
"ADJUNCT FACULTY ","12101","CD8E112696","$2,261.66","","$2,261.66","Dickinson State University"
"ADJUNCT FACULTY ","12160","75CDF98425","$3,069.99","","$3,069.99","Dickinson State University"
"ADJUNCT FACULTY ","12274","01BB4FE6DA","$2,029.30","","$2,029.30","Dickinson State University"
"ADJUNCT FACULTY ","12274","01C8FD8BDB","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","05177C29A9","$720.64","","$720.64","Dickinson State University"
"ADJUNCT FACULTY ","12274","061E173112","$1,167.50","","$1,167.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","06410A9600","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","077EFAB6D5","$832.50","","$832.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","0D7F2F4AA2","$1,050.00","","$1,050.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","0FBA9E12E1","$400.00","","$400.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","112EBFBC31","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","112ED1D254","$1,775.00","","$1,775.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","121D6D4DFF","$1,593.75","","$1,593.75","Dickinson State University"
"ADJUNCT FACULTY ","12274","128658429A","$1,050.00","","$1,050.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","1337AEF6ED","$1,508.14","","$1,508.14","Dickinson State University"
"ADJUNCT FACULTY ","12274","1645BCF8DC","$1,508.14","","$1,508.14","Dickinson State University"
"ADJUNCT FACULTY ","12274","16C6639938","$1,575.00","","$1,575.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","1704A4A1B5","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","17D546F1B2","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","1B22BB62B8","$1,175.00","","$1,175.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","1E5C093488","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","1FC1B84FA4","$2,685.64","","$2,685.64","Dickinson State University"
"ADJUNCT FACULTY ","12274","22949CF2E5","$1,725.00","","$1,725.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","23EA4CB7EA","$1,050.00","","$1,050.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","26C8EE205D","$1,800.00","","$1,800.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","2800C9583A","$14.58","","$14.58","Dickinson State University"
"ADJUNCT FACULTY ","12274","29417371BB","$783.14","","$783.14","Dickinson State University"
"ADJUNCT FACULTY ","12274","2BE022DD45","$1,437.50","","$1,437.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","2F331BB02A","$38.83","","$38.83","Dickinson State University"
"ADJUNCT FACULTY ","12274","31A9DAEE1B","$2,577.00","","$2,577.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","329A09734E","$1,050.00","","$1,050.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","3462E11044","$1,620.00","","$1,620.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","35C146E19B","$400.00","","$400.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","37DB0D4096","$600.00","","$600.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","3882092BD7","$1,250.00","","$1,250.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","3EB811223C","$200.00","","$200.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","413579FBFF","$1,122.28","","$1,122.28","Dickinson State University"
"ADJUNCT FACULTY ","12274","43B11440C6","$872.50","","$872.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","46F0DD0E73","$1,575.00","","$1,575.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","4A1B935EFB","$2,362.50","","$2,362.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","4E3D22085F","$88.86","","$88.86","Dickinson State University"
"ADJUNCT FACULTY ","12274","50F80AD44D","$1,575.00","","$1,575.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","55AA6E9524","$1,050.00","","$1,050.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","591BC82010","$857.50","","$857.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","5B788A1FF3","$1,090.34","","$1,090.34","Dickinson State University"
"ADJUNCT FACULTY ","12274","5D1C550470","$867.50","","$867.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","5E1B695423","$872.28","","$872.28","Dickinson State University"
"ADJUNCT FACULTY ","12274","5E2240A778","$133.42","","$133.42","Dickinson State University"
"ADJUNCT FACULTY ","12274","5EB5BDE898","$857.50","","$857.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","5F77489D3B","$1,575.00","","$1,575.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","5FF42F9DF2","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","60D6295083","$3,443.22","","$3,443.22","Dickinson State University"
"ADJUNCT FACULTY ","12274","6109D0CAEC","$1,050.00","","$1,050.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","69DB58B379","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","6B3D1FEB0F","$600.00","","$600.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","6C76A31045","$1,937.50","","$1,937.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","6E242BE224","$587.50","","$587.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","74B007343C","$1,022.50","","$1,022.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","760F1A2FBA","$783.14","","$783.14","Dickinson State University"
"ADJUNCT FACULTY ","12274","76C0FECDCF","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","77167BEEC5","$1,050.00","","$1,050.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","77E3DD8750","$787.52","","$787.52","Dickinson State University"
"ADJUNCT FACULTY ","12274","79415D0D82","$812.50","","$812.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","79590E3C42","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","7C49DB275D","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","7CC64C8D76","$262.50","","$262.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","8152598DEB","$1,575.00","","$1,575.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","82C9A7D4B7","$711.14","","$711.14","Dickinson State University"
"ADJUNCT FACULTY ","12274","8716BADA4F","$600.00","","$600.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","8739EB01AD","$4,148.14","","$4,148.14","Dickinson State University"
"ADJUNCT FACULTY ","12274","89E971FD00","$1,858.92","","$1,858.92","Dickinson State University"
"ADJUNCT FACULTY ","12274","8A54CC74A7","$987.50","","$987.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","8ACA3DC7D3","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","8D2C7B0DA0","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","8F58AA9B1F","$1,050.00","","$1,050.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","8F6FADBBA2","$1,575.00","","$1,575.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","90813B851D","$1,837.50","","$1,837.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","9172359437","$600.00","","$600.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","94D6A3D0E4","$2,362.50","","$2,362.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","9B19A03BAF","$1,775.00","","$1,775.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","9D74CAE72A","$1,050.00","","$1,050.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","9D7ED28BC8","$1,050.00","","$1,050.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","9E8AC900EE","$700.00","","$700.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","A36EBF211E","$427.78","","$427.78","Dickinson State University"
"ADJUNCT FACULTY ","12274","A4B8231AFD","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","A5AB7A8924","$857.50","","$857.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","A98D6FAF13","$819.28","","$819.28","Dickinson State University"
"ADJUNCT FACULTY ","12274","A9CB539022","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","A9D8B3D818","$525.00","","$525.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","ACC20E8DE3","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","AD484BA0A5","$525.00","","$525.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","B14C9BB5A7","$2,362.50","","$2,362.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","B14DD5F1CB","$1,575.00","","$1,575.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","B15E69E3C0","$1,057.50","","$1,057.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","B7FBF3B301","$2,862.51","","$2,862.51","Dickinson State University"
"ADJUNCT FACULTY ","12274","B84AA6E624","$200.00","","$200.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","BA6CB4C544","$44.28","","$44.28","Dickinson State University"
"ADJUNCT FACULTY ","12274","BAB5309434","$200.00","","$200.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","BDD0FF48F7","$1,775.00","","$1,775.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","C1DB6A333E","$2,920.71","","$2,920.71","Dickinson State University"
"ADJUNCT FACULTY ","12274","C341B4F1E4","$1,575.00","","$1,575.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","C61815F358","$466.58","","$466.58","Dickinson State University"
"ADJUNCT FACULTY ","12274","C696A599DE","$605.42","","$605.42","Dickinson State University"
"ADJUNCT FACULTY ","12274","C6E0E108D2","$466.58","","$466.58","Dickinson State University"
"ADJUNCT FACULTY ","12274","C9819DB79D","$1,575.00","","$1,575.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","CB8B5AA708","$1,575.00","","$1,575.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","CBA8CA58DB","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","CEDEB0BF49","$250.00","","$250.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","D05B3BE70D","$1,775.00","","$1,775.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","D0F3463BBC","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","D6395A5C79","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","D82163EBA6","$520.92","","$520.92","Dickinson State University"
"ADJUNCT FACULTY ","12274","D878264916","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","D94D644A3F","$362.50","","$362.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","D957E53F9E","$1,690.00","","$1,690.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","DB3A1F5C6B","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","DD342DC85D","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","DF82FC4289","$386.25","","$386.25","Dickinson State University"
"ADJUNCT FACULTY ","12274","E31ADB6386","$1,575.00","","$1,575.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","E31B283178","$1,575.00","","$1,575.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","E3B3F6CC1F","$88.58","","$88.58","Dickinson State University"
"ADJUNCT FACULTY ","12274","E3FFA36593","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","E4BBA233AB","$2,095.92","","$2,095.92","Dickinson State University"
"ADJUNCT FACULTY ","12274","E6DD2627EE","$933.42","","$933.42","Dickinson State University"
"ADJUNCT FACULTY ","12274","E76DE8E1EF","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","E99327AB04","$2,798.64","","$2,798.64","Dickinson State University"
"ADJUNCT FACULTY ","12274","EA8AF648FA","$1,575.00","","$1,575.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","EB0599E35C","$103.67","","$103.67","Dickinson State University"
"ADJUNCT FACULTY ","12274","EB17125A43","$694.28","","$694.28","Dickinson State University"
"ADJUNCT FACULTY ","12274","EB1A700913","$600.00","","$600.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","EB7E10953E","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","EC44BCED3B","$2,982.50","","$2,982.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","ED51A6160D","$1,905.00","","$1,905.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","EE5034AF4E","$762.86","","$762.86","Dickinson State University"
"ADJUNCT FACULTY ","12274","F55E15CC1D","$807.50","","$807.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","F64637C6FB","$600.00","","$600.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","F7325B577C","$1,575.00","","$1,575.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","F89D2DA3FB","$2,100.00","","$2,100.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","F964DAACD6","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY ","12274","FA4872B87D","$1,870.00","","$1,870.00","Dickinson State University"
"ADJUNCT FACULTY ","12274","FAB9177512","$787.50","","$787.50","Dickinson State University"
"ADJUNCT FACULTY, BENEFITED","12107","7CC0538B3B","$17,499.96","","$17,499.96","Dickinson State University"
"ADJUNCT FACULTY, BENEFITED","12249","58E3FFF3F8","$2,799.99","","$2,799.99","Dickinson State University"
"ADM ASSOC/TESTING COOR","12003","6CB1708580","$20,435.11","","$20,435.11","Dickinson State University"
"ADMINISTRATIVE ASST ","11878","294B02A1E9","","$11,064.95","$11,064.95","Dickinson State University"
"ADMINISTRATIVE ASST ","11898","67B8D11CB9","$25,318.08","$22,576.94","$47,895.02","Dickinson State University"
"ADMINISTRATIVE ASST ","11898","EF6B858C40","","$1,863.65","$1,863.65","Dickinson State University"
"ADMINISTRATIVE ASST ","11928","4EF9C50920","$17,875.07","$23,320.08","$41,195.15","Dickinson State University"
"ADMINISTRATIVE ASST ","11954","AFE9027740","$11,550.00","","$11,550.00","Dickinson State University"
"ADMINISTRATIVE ASST ","11979","188EC38F15","$28,138.08","$10,130.37","$38,268.45","Dickinson State University"
"ADMINISTRATIVE ASST ","11979","FD425F5C87","","$18,965.53","$18,965.53","Dickinson State University"
"ADMINISTRATIVE ASST ","12049","4C1E9D3EBD","$23,860.08","$2,874.08","$26,734.16","Dickinson State University"
"ADMINISTRATIVE ASST ","12049","866FD591B4","","$18,193.56","$18,193.56","Dickinson State University"
"ADMINISTRATIVE ASST ","12070","05177C29A9","$32,168.87","$8,068.09","$40,236.96","Dickinson State University"
"ADMINISTRATIVE ASST ","12070","5923192C97","","$20,213.89","$20,213.89","Dickinson State University"
"ADMINISTRATIVE CLERK","11925","DE9F20DA35","$22,146.00","","$22,146.00","Dickinson State University"
"ADMINISTRATIVE SEC","11878","294B02A1E9","$20,316.60","$10,851.57","$31,168.17","Dickinson State University"
"ADMINISTRATIVE SEC","11895","A73597F68E","$2,592.79","$11,776.09","$14,368.88","Dickinson State University"
"ADMINISTRATIVE SEC","11895","E1672164B1","","$6,396.64","$6,396.64","Dickinson State University"
"ADMINISTRATIVE SEC","11895","EB238B88F1","$12,006.82","","$12,006.82","Dickinson State University"
"ADMINISTRATIVE SEC","11915","D981248B27","$20,887.02","$22,655.13","$43,542.15","Dickinson State University"
"ADMINISTRATIVE SEC","11920","92B9C670F1","$19,906.17","$20,751.82","$40,657.99","Dickinson State University"
"ADMINISTRATIVE SEC","11923","639105572F","$20,526.96","$21,757.92","$42,284.88","Dickinson State University"
"ADMINISTRATIVE SEC","11967","2617F8962C","","$8,431.93","$8,431.93","Dickinson State University"
"ADMINISTRATIVE SEC","11967","6C35300C76","$15,530.12","","$15,530.12","Dickinson State University"
"ADMINISTRATIVE SEC","11972","358BB0D802","$29,666.49","$30,522.00","$60,188.49","Dickinson State University"
"ADMINISTRATIVE SEC","12000","2F0F39E136","$23,586.96","$25,002.00","$48,588.96","Dickinson State University"
"ADMINISTRATIVE SEC","12023","6841F4C665","$479.67","","$479.67","Dickinson State University"
